Date,Time,Open,High,Low,Close,<TICKVOL>,Volume,<SPREAD>,Filename
2024-03-18,00:00:00,68129.54,68188.2,68128.69,68186.54,128,0,874,BTCUSD_M1.csv
2024-03-18,00:01:00,68187.27,68263.24,68184.25,68253.84,126,0,875,BTCUSD_M1.csv
2024-03-18,00:02:00,68253.3,68321.91,68247.08,68293.45,132,0,874,BTCUSD_M1.csv
2024-03-18,00:03:00,68295.49,68296.2,68254.93,68255.22,87,0,875,BTCUSD_M1.csv
2024-03-18,00:04:00,68255.22,68314.54,68254.89,68293.94,140,0,874,BTCUSD_M1.csv
2024-03-18,00:05:00,68293.96,68417.95,68293.7,68373.01,139,0,875,BTCUSD_M1.csv
2024-03-18,00:06:00,68371.47,68406.78,68310.98,68316.37,147,0,874,BTCUSD_M1.csv
2024-03-18,00:07:00,68316.38,68433.16,68302.48,68433.16,158,0,874,BTCUSD_M1.csv
2024-03-18,00:08:00,68434.02,68434.4,68380.79,68417.9,171,0,875,BTCUSD_M1.csv
2024-03-18,00:09:00,68417.9,68463.8,68388.46,68460.71,129,0,874,BTCUSD_M1.csv
2024-03-18,00:10:00,68460.75,68497.99,68407.78,68408.95,157,0,874,BTCUSD_M1.csv
2024-03-18,00:11:00,68408.95,68481.61,68408.95,68421.97,168,0,874,BTCUSD_M1.csv
2024-03-18,00:12:00,68421.98,68452.74,68398.32,68431.79,140,0,873,BTCUSD_M1.csv
2024-03-18,00:13:00,68431.84,68451.33,68385.64,68409.33,155,0,873,BTCUSD_M1.csv
2024-03-18,00:14:00,68409.33,68485.76,68407.94,68482.72,153,0,874,BTCUSD_M1.csv
2024-03-18,00:15:00,68483.03,68501.48,68394.57,68395.85,165,0,873,BTCUSD_M1.csv
2024-03-18,00:16:00,68395.85,68417.38,68361.1,68361.14,165,0,875,BTCUSD_M1.csv
2024-03-18,00:17:00,68359.01,68372.04,68356.82,68365.16,145,0,873,BTCUSD_M1.csv
2024-03-18,00:18:00,68374.13,68453.28,68374.13,68451.14,167,0,873,BTCUSD_M1.csv
2024-03-18,00:19:00,68451.01,68451.01,68393.9,68395.65,137,0,873,BTCUSD_M1.csv
2024-03-18,00:20:00,68395.68,68450.27,68395.53,68424.27,140,0,873,BTCUSD_M1.csv
2024-03-18,00:21:00,68424.71,68466.35,68422.98,68466.07,150,0,914,BTCUSD_M1.csv
2024-03-18,00:22:00,68465.61,68539.66,68459.79,68539.66,150,0,873,BTCUSD_M1.csv
2024-03-18,00:23:00,68536.87,68562.12,68532.1,68562.12,154,0,873,BTCUSD_M1.csv
2024-03-18,00:24:00,68564.04,68565.66,68504.77,68533.62,125,0,874,BTCUSD_M1.csv
2024-03-18,00:25:00,68534.11,68535.31,68460.02,68469.08,163,0,875,BTCUSD_M1.csv
2024-03-18,00:26:00,68468.29,68489.98,68442.96,68447.43,147,0,873,BTCUSD_M1.csv
2024-03-18,00:27:00,68447.49,68487.95,68443.94,68486.51,138,0,923,BTCUSD_M1.csv
2024-03-18,00:28:00,68486.54,68496.85,68486.54,68492.7,117,0,917,BTCUSD_M1.csv
2024-03-18,00:29:00,68492.73,68493.24,68452.47,68456.05,116,0,874,BTCUSD_M1.csv
2024-03-18,00:30:00,68456.05,68465.33,68425.65,68464.53,142,0,874,BTCUSD_M1.csv
2024-03-18,00:31:00,68464.98,68516.63,68464.53,68515.49,127,0,873,BTCUSD_M1.csv
2024-03-18,00:32:00,68515.52,68623.1,68514.02,68608.9,148,0,874,BTCUSD_M1.csv
2024-03-18,00:33:00,68608.7,68623.72,68594.59,68619.73,156,0,873,BTCUSD_M1.csv
2024-03-18,00:34:00,68619.74,68624.0,68605.08,68617.15,152,0,874,BTCUSD_M1.csv
2024-03-18,00:35:00,68617.14,68744.79,68605.46,68721.05,144,0,873,BTCUSD_M1.csv
2024-03-18,00:36:00,68721.04,68773.92,68670.72,68761.64,178,0,873,BTCUSD_M1.csv
2024-03-18,00:37:00,68760.83,68835.07,68730.14,68808.92,166,0,873,BTCUSD_M1.csv
2024-03-18,00:38:00,68808.82,68808.82,68743.09,68768.61,153,0,873,BTCUSD_M1.csv
2024-03-18,00:39:00,68768.79,68854.43,68735.19,68852.9,161,0,873,BTCUSD_M1.csv
2024-03-18,00:40:00,68852.88,68879.53,68760.14,68784.98,175,0,873,BTCUSD_M1.csv
2024-03-18,00:41:00,68785.05,68848.0,68761.67,68803.69,165,0,872,BTCUSD_M1.csv
2024-03-18,00:42:00,68804.55,68821.16,68759.67,68808.37,159,0,873,BTCUSD_M1.csv
2024-03-18,00:43:00,68816.09,68841.84,68747.32,68747.72,164,0,872,BTCUSD_M1.csv
2024-03-18,00:44:00,68747.73,68791.22,68706.7,68766.44,168,0,872,BTCUSD_M1.csv
2024-03-18,00:45:00,68764.38,68776.53,68707.22,68707.45,161,0,872,BTCUSD_M1.csv
2024-03-18,00:46:00,68707.23,68707.23,68513.29,68543.56,169,0,872,BTCUSD_M1.csv
2024-03-18,00:47:00,68544.14,68575.64,68470.5,68515.82,168,0,873,BTCUSD_M1.csv
2024-03-18,00:48:00,68516.08,68543.49,68468.91,68500.68,174,0,872,BTCUSD_M1.csv
2024-03-18,00:49:00,68499.95,68500.1,68467.24,68476.44,139,0,871,BTCUSD_M1.csv
2024-03-18,00:50:00,68476.23,68565.22,68444.71,68564.82,163,0,871,BTCUSD_M1.csv
2024-03-18,00:51:00,68564.87,68602.41,68451.14,68452.34,165,0,872,BTCUSD_M1.csv
2024-03-18,00:52:00,68452.35,68467.2,68374.45,68445.61,151,0,871,BTCUSD_M1.csv
2024-03-18,00:53:00,68441.29,68441.29,68365.99,68418.22,170,0,872,BTCUSD_M1.csv
2024-03-18,00:54:00,68418.59,68421.4,68366.91,68406.15,170,0,872,BTCUSD_M1.csv
2024-03-18,00:55:00,68402.2,68408.01,68364.44,68402.78,151,0,872,BTCUSD_M1.csv
2024-03-18,00:56:00,68403.59,68404.48,68358.59,68365.1,137,0,870,BTCUSD_M1.csv
2024-03-18,00:57:00,68365.19,68369.23,68226.47,68252.86,153,0,885,BTCUSD_M1.csv
2024-03-18,00:58:00,68252.84,68266.01,68191.9,68215.7,170,0,871,BTCUSD_M1.csv
2024-03-18,00:59:00,68216.12,68266.94,68158.68,68218.74,177,0,871,BTCUSD_M1.csv
2024-03-18,01:00:00,68208.42,68311.99,68202.08,68304.49,175,0,870,BTCUSD_M1.csv
2024-03-18,01:01:00,68290.16,68290.16,68119.94,68187.04,174,0,871,BTCUSD_M1.csv
2024-03-18,01:02:00,68193.14,68259.45,68167.73,68257.89,180,0,923,BTCUSD_M1.csv
2024-03-18,01:03:00,68256.08,68268.37,68182.8,68222.99,185,0,870,BTCUSD_M1.csv
2024-03-18,01:04:00,68224.85,68307.81,68221.71,68304.97,164,0,870,BTCUSD_M1.csv
2024-03-18,01:05:00,68304.98,68317.23,68241.27,68259.14,164,0,870,BTCUSD_M1.csv
2024-03-18,01:06:00,68259.3,68286.9,68205.18,68283.59,164,0,870,BTCUSD_M1.csv
2024-03-18,01:07:00,68282.85,68282.85,68168.05,68241.03,163,0,870,BTCUSD_M1.csv
2024-03-18,01:08:00,68241.05,68256.38,68192.13,68220.97,174,0,869,BTCUSD_M1.csv
2024-03-18,01:09:00,68220.59,68268.92,68199.19,68200.28,139,0,869,BTCUSD_M1.csv
2024-03-18,01:10:00,68200.36,68263.87,68200.36,68209.33,159,0,869,BTCUSD_M1.csv
2024-03-18,01:11:00,68209.33,68234.88,68209.33,68231.38,156,0,870,BTCUSD_M1.csv
2024-03-18,01:12:00,68231.39,68269.87,68229.8,68236.78,133,0,869,BTCUSD_M1.csv
2024-03-18,01:13:00,68236.78,68267.77,68200.37,68267.77,154,0,868,BTCUSD_M1.csv
2024-03-18,01:14:00,68267.81,68267.81,68205.14,68232.49,149,0,868,BTCUSD_M1.csv
2024-03-18,01:15:00,68232.49,68282.64,68225.52,68269.85,152,0,869,BTCUSD_M1.csv
2024-03-18,01:16:00,68269.94,68370.96,68269.94,68338.2,161,0,868,BTCUSD_M1.csv
2024-03-18,01:17:00,68336.3,68341.68,68251.73,68273.15,162,0,868,BTCUSD_M1.csv
2024-03-18,01:18:00,68273.55,68332.76,68259.67,68327.28,148,0,868,BTCUSD_M1.csv
