Date,Open,High,Low,Close,<TICKVOL>,Volume,<SPREAD>,Time,Filename
2020-09-19,10886.35,11174.67,10876.5,11087.63,243059,0,151,00:00:00,BTCUSD_D1.csv
2020-09-20,11087.65,11088.0,10755.45,10850.31,228167,0,151,00:00:00,BTCUSD_D1.csv
2020-09-21,10850.31,10984.24,10293.73,10476.49,281886,0,151,00:00:00,BTCUSD_D1.csv
2020-09-22,10476.49,10533.37,10349.45,10512.01,268980,0,151,00:00:00,BTCUSD_D1.csv
2020-09-23,10511.73,10570.44,10136.01,10229.69,274491,0,151,00:00:00,BTCUSD_D1.csv
2020-09-24,10229.74,10715.83,10199.25,10625.93,225264,0,151,00:00:00,BTCUSD_D1.csv
2020-09-25,10625.93,10793.92,10555.2,10707.36,228732,0,151,00:00:00,BTCUSD_D1.csv
2020-09-26,10707.47,10818.95,10643.89,10713.79,249298,0,151,00:00:00,BTCUSD_D1.csv
2020-09-27,10713.65,10794.7,10593.81,10722.13,238586,0,151,00:00:00,BTCUSD_D1.csv
2020-09-28,10722.21,10951.21,10707.15,10869.31,264737,0,151,00:00:00,BTCUSD_D1.csv
2020-09-29,10869.37,10885.91,10635.44,10753.74,264335,0,151,00:00:00,BTCUSD_D1.csv
2020-09-30,10753.82,10859.03,10661.25,10706.09,238292,0,151,00:00:00,BTCUSD_D1.csv
2020-10-01,10706.31,10923.15,10448.94,10605.9,240755,0,151,00:00:00,BTCUSD_D1.csv
2020-10-02,10605.91,10664.73,10376.14,10541.57,250506,0,151,00:00:00,BTCUSD_D1.csv
2020-10-03,10541.65,10595.58,10453.94,10565.51,200639,0,151,00:00:00,BTCUSD_D1.csv
2020-10-04,10565.52,10691.75,10519.19,10639.48,187004,0,151,00:00:00,BTCUSD_D1.csv
2020-10-05,10639.48,10775.69,10617.01,10736.78,206422,0,151,00:00:00,BTCUSD_D1.csv
2020-10-06,10736.77,10797.3,10526.16,10548.5,225792,0,151,00:00:00,BTCUSD_D1.csv
2020-10-07,10548.5,10681.36,10531.43,10658.51,213995,0,151,00:00:00,BTCUSD_D1.csv
2020-10-08,10658.55,10949.2,10532.76,10887.81,202780,0,151,00:00:00,BTCUSD_D1.csv
2020-10-09,10887.87,11098.41,10830.79,11030.68,198403,0,151,00:00:00,BTCUSD_D1.csv
2020-10-10,11030.65,11482.14,11013.24,11364.78,211387,0,151,00:00:00,BTCUSD_D1.csv
2020-10-11,11364.01,11446.03,11263.77,11327.28,221983,0,151,00:00:00,BTCUSD_D1.csv
2020-10-12,11327.28,11590.59,11175.89,11560.74,220994,0,151,00:00:00,BTCUSD_D1.csv
2020-10-13,11560.5,11717.12,11304.44,11426.01,262393,0,151,00:00:00,BTCUSD_D1.csv
2020-10-14,11425.98,11547.01,11282.89,11384.17,226053,0,151,00:00:00,BTCUSD_D1.csv
2020-10-15,11383.72,11605.54,11251.71,11539.51,235331,0,151,00:00:00,BTCUSD_D1.csv
2020-10-16,11539.53,11542.59,11181.79,11311.06,261141,0,151,00:00:00,BTCUSD_D1.csv
2020-10-17,11311.05,11402.79,11251.76,11350.48,190193,0,151,00:00:00,BTCUSD_D1.csv
2020-10-18,11350.52,11493.56,11330.74,11438.21,178656,0,151,00:00:00,BTCUSD_D1.csv
2020-10-19,11437.11,11825.03,11407.42,11721.34,213154,0,151,00:00:00,BTCUSD_D1.csv
2020-10-20,11721.22,12038.38,11678.37,11893.72,273914,0,151,00:00:00,BTCUSD_D1.csv
2020-10-21,11893.59,12893.97,11879.25,12829.83,316749,0,151,00:00:00,BTCUSD_D1.csv
2020-10-22,12829.53,13210.19,12680.25,13103.77,286948,0,151,00:00:00,BTCUSD_D1.csv
2020-10-23,13103.36,13182.75,12725.42,12928.26,267448,0,151,00:00:00,BTCUSD_D1.csv
2020-10-24,12926.17,13164.3,12869.44,13091.86,237657,0,151,00:00:00,BTCUSD_D1.csv
2020-10-25,13091.92,13342.91,12879.4,13024.45,220856,0,151,00:00:00,BTCUSD_D1.csv
2020-10-26,13024.49,13233.22,12768.89,13011.3,289185,0,151,00:00:00,BTCUSD_D1.csv
2020-10-27,13011.42,13745.89,12980.58,13692.98,309867,0,151,00:00:00,BTCUSD_D1.csv
2020-10-28,13692.98,13854.58,12887.1,13194.3,357885,0,151,00:00:00,BTCUSD_D1.csv
2020-10-29,13194.14,13637.09,12972.45,13510.48,306521,0,151,00:00:00,BTCUSD_D1.csv
2020-10-30,13510.5,13661.93,13116.9,13544.14,307929,0,151,00:00:00,BTCUSD_D1.csv
2020-10-31,13544.15,14099.68,13419.25,13836.36,298338,0,151,00:00:00,BTCUSD_D1.csv
2020-11-01,13836.17,13889.23,13617.27,13810.95,279151,0,151,00:00:00,BTCUSD_D1.csv
2020-11-02,13810.94,13832.51,13204.73,13604.45,326765,0,151,00:00:00,BTCUSD_D1.csv
2020-11-03,13604.45,13798.41,13281.21,13733.19,326277,0,151,00:00:00,BTCUSD_D1.csv
2020-11-04,13733.2,14257.77,13526.75,13996.41,396430,0,151,00:00:00,BTCUSD_D1.csv
2020-11-05,13997.19,15293.3,13993.66,15222.49,447267,0,151,00:00:00,BTCUSD_D1.csv
2020-11-06,15223.52,15956.41,15182.87,15530.69,503711,0,151,00:00:00,BTCUSD_D1.csv
2020-11-07,15530.83,15749.24,14352.48,14823.12,453552,0,151,00:00:00,BTCUSD_D1.csv
2020-11-08,14823.14,15649.24,14667.67,15324.71,401225,0,151,00:00:00,BTCUSD_D1.csv
2020-11-09,15324.72,15838.65,14816.25,15365.85,463851,0,151,00:00:00,BTCUSD_D1.csv
2020-11-10,15365.9,15461.67,15074.25,15374.86,424625,0,151,00:00:00,BTCUSD_D1.csv
2020-11-11,15374.86,15977.57,15269.25,15813.53,406327,0,151,00:00:00,BTCUSD_D1.csv
2020-11-12,15813.56,16199.24,15451.25,16140.78,441769,0,151,00:00:00,BTCUSD_D1.csv
2020-11-13,16140.48,16473.34,15951.25,16267.84,413192,0,151,00:00:00,BTCUSD_D1.csv
2020-11-14,16267.88,16350.68,15709.25,15988.64,386333,0,151,00:00:00,BTCUSD_D1.csv
2020-11-15,15988.64,16158.04,15818.03,15851.69,377624,0,151,00:00:00,BTCUSD_D1.csv
2020-11-16,15851.69,16882.94,15779.98,16696.21,405502,0,151,00:00:00,BTCUSD_D1.csv
2020-11-17,16696.21,17850.89,16546.14,17618.24,438274,0,151,00:00:00,BTCUSD_D1.csv
2020-11-18,17618.24,18464.47,17232.83,17764.15,525392,0,151,00:00:00,BTCUSD_D1.csv
2020-11-19,17764.15,18173.29,17338.33,17929.04,498802,0,151,00:00:00,BTCUSD_D1.csv
2020-11-20,17929.45,18799.24,17699.32,18577.06,473339,0,151,00:00:00,BTCUSD_D1.csv
2020-11-21,18577.07,18963.16,18317.99,18643.61,475333,0,151,00:00:00,BTCUSD_D1.csv
2020-11-22,18643.61,18743.68,17620.23,18564.19,494626,0,151,00:00:00,BTCUSD_D1.csv
2020-11-23,18564.19,18753.94,18004.25,18395.02,501780,0,151,00:00:00,BTCUSD_D1.csv
2020-11-24,18395.03,19387.77,18037.38,18913.18,499032,0,151,00:00:00,BTCUSD_D1.csv
2020-11-25,18913.21,19457.11,18615.4,18865.27,464569,0,151,00:00:00,BTCUSD_D1.csv
2020-11-26,18864.76,18920.63,16190.23,17031.9,500060,0,151,00:00:00,BTCUSD_D1.csv
2020-11-27,17031.9,17451.13,16440.73,16992.94,454006,0,151,00:00:00,BTCUSD_D1.csv
2020-11-28,16993.07,17869.21,16864.19,17738.02,404580,0,151,00:00:00,BTCUSD_D1.csv
2020-11-29,17738.02,18338.7,17519.25,18252.1,420209,0,151,00:00:00,BTCUSD_D1.csv
2020-11-30,18252.17,19847.45,18063.04,19374.31,447720,0,151,00:00:00,BTCUSD_D1.csv
2020-12-01,19374.59,19883.14,18094.08,19028.52,464119,0,151,00:00:00,BTCUSD_D1.csv
2020-12-02,19028.52,19342.4,18323.31,19141.38,480029,0,151,00:00:00,BTCUSD_D1.csv
2020-12-03,19141.38,19598.37,18867.71,19427.14,433265,0,151,00:00:00,BTCUSD_D1.csv
2020-12-04,19426.53,19543.03,18687.13,18804.25,339056,0,151,00:00:00,BTCUSD_D1.csv
2020-12-05,18804.38,19173.22,18492.3,19010.18,346593,0,151,00:00:00,BTCUSD_D1.csv
2020-12-06,19010.43,19341.21,18860.47,19235.25,320223,0,151,00:00:00,BTCUSD_D1.csv
2020-12-07,19235.28,19419.73,18901.26,19074.22,317879,0,151,00:00:00,BTCUSD_D1.csv
2020-12-08,19074.24,19294.38,18606.93,18783.28,289307,0,151,00:00:00,BTCUSD_D1.csv
2020-12-09,18783.28,18834.4,17649.41,18506.37,387424,0,151,00:00:00,BTCUSD_D1.csv
2020-12-10,18506.37,18633.79,17910.84,18348.26,369091,0,151,00:00:00,BTCUSD_D1.csv
2020-12-11,18348.1,18391.94,17572.54,18094.96,370344,0,151,00:00:00,BTCUSD_D1.csv
2020-12-12,18094.37,18843.5,18013.95,18791.53,339429,0,151,00:00:00,BTCUSD_D1.csv
2020-12-13,18789.25,19411.47,18714.09,19183.45,378643,0,151,00:00:00,BTCUSD_D1.csv
2020-12-14,19183.55,19339.24,18981.01,19193.38,354166,0,151,00:00:00,BTCUSD_D1.csv
2020-12-15,19193.57,19564.14,19042.4,19416.93,351299,0,151,00:00:00,BTCUSD_D1.csv
2020-12-16,19416.94,21268.59,19275.99,21180.04,371243,0,151,00:00:00,BTCUSD_D1.csv
2020-12-17,21180.71,23785.18,21180.71,22774.09,473521,0,151,00:00:00,BTCUSD_D1.csv
2020-12-18,22774.81,23279.24,22353.33,22879.78,444623,0,151,00:00:00,BTCUSD_D1.csv
2020-12-19,22880.43,24161.14,22753.43,23973.65,429498,0,151,00:00:00,BTCUSD_D1.csv
2020-12-20,23973.71,24296.31,23086.25,23365.43,418694,0,151,00:00:00,BTCUSD_D1.csv
2020-12-21,23365.44,24120.12,21934.08,23123.45,435535,0,151,00:00:00,BTCUSD_D1.csv
2020-12-22,23123.46,23617.06,22371.76,23429.56,458534,0,151,00:00:00,BTCUSD_D1.csv
2020-12-23,23429.56,24130.06,22816.25,23307.08,462082,0,151,00:00:00,BTCUSD_D1.csv
2020-12-24,23307.58,23556.12,22619.26,23401.32,444387,0,151,00:00:00,BTCUSD_D1.csv
2020-12-25,23401.33,24674.86,23375.49,24420.68,445116,0,151,00:00:00,BTCUSD_D1.csv
2020-12-26,24420.32,26858.07,24372.15,26696.07,463241,0,151,00:00:00,BTCUSD_D1.csv
2020-12-27,26696.07,28400.05,25821.18,26399.33,448947,0,151,00:00:00,BTCUSD_D1.csv
2020-12-28,26399.34,27458.97,26100.2,26607.82,431037,0,151,00:00:00,BTCUSD_D1.csv
2020-12-29,26608.39,27199.24,25875.68,26908.08,403983,0,151,00:00:00,BTCUSD_D1.csv
2020-12-30,26908.09,28991.41,26898.27,28866.57,466417,0,151,00:00:00,BTCUSD_D1.csv
2020-12-31,28866.57,29308.41,27915.04,28956.36,431593,0,151,00:00:00,BTCUSD_D1.csv
2021-01-01,28956.37,29613.39,28649.91,29171.42,451287,0,151,00:00:00,BTCUSD_D1.csv
2021-01-02,29171.42,33291.91,28952.72,31690.65,440488,0,151,00:00:00,BTCUSD_D1.csv
2021-01-03,31691.19,34758.25,31432.94,33529.22,468526,0,151,00:00:00,BTCUSD_D1.csv
2021-01-04,33529.42,33607.05,27813.89,30978.03,464811,0,151,00:00:00,BTCUSD_D1.csv
2021-01-05,30978.03,34178.29,29899.28,33700.49,479965,0,151,00:00:00,BTCUSD_D1.csv
2021-01-06,33700.48,36460.08,33294.73,35860.58,464638,0,151,00:00:00,BTCUSD_D1.csv
2021-01-07,35860.58,40326.66,35677.96,39660.32,471313,0,151,00:00:00,BTCUSD_D1.csv
2021-01-08,39660.33,41942.08,36517.97,40065.29,437713,0,151,00:00:00,BTCUSD_D1.csv
2021-01-09,40065.29,41375.71,38713.87,40772.16,426169,0,151,00:00:00,BTCUSD_D1.csv
2021-01-10,40772.13,41337.57,35120.13,38058.26,428754,0,151,00:00:00,BTCUSD_D1.csv
2021-01-11,38058.26,39021.63,30412.76,33934.95,457811,0,151,00:00:00,BTCUSD_D1.csv
2021-01-12,33938.25,36574.19,32499.26,34715.49,435590,0,151,00:00:00,BTCUSD_D1.csv
2021-01-13,34712.29,37389.26,32352.11,37264.05,447990,0,151,00:00:00,BTCUSD_D1.csv
2021-01-14,37265.21,40128.4,36748.37,38755.69,444715,0,151,00:00:00,BTCUSD_D1.csv
2021-01-15,38755.68,39730.5,34399.25,36233.64,469112,0,151,00:00:00,BTCUSD_D1.csv
2021-01-16,36234.34,37946.8,35505.76,35883.2,463509,0,151,00:00:00,BTCUSD_D1.csv
2021-01-17,35884.5,36866.76,33852.57,36563.57,483391,0,151,00:00:00,BTCUSD_D1.csv
2021-01-18,36565.46,37466.77,34785.85,36201.92,470529,0,151,00:00:00,BTCUSD_D1.csv
2021-01-19,36201.92,37855.53,36057.88,36447.6,444857,0,151,00:00:00,BTCUSD_D1.csv
2021-01-20,36447.69,36757.5,33401.85,34895.63,441197,0,151,00:00:00,BTCUSD_D1.csv
2021-01-21,34895.63,35654.87,31024.05,31216.73,492267,0,151,00:00:00,BTCUSD_D1.csv
2021-01-22,31216.74,33806.38,28849.25,33293.71,494061,0,151,00:00:00,BTCUSD_D1.csv
2021-01-23,33293.71,33596.6,31386.68,32343.91,461167,0,151,00:00:00,BTCUSD_D1.csv
2021-01-24,32343.91,33069.11,30918.2,31908.39,466902,0,151,00:00:00,BTCUSD_D1.csv
2021-01-25,31905.44,34854.72,31657.1,32717.54,485445,0,151,00:00:00,BTCUSD_D1.csv
2021-01-26,32717.58,32828.46,30822.05,31974.84,474850,0,151,00:00:00,BTCUSD_D1.csv
2021-01-27,31974.86,32902.83,29235.01,30952.76,472822,0,151,00:00:00,BTCUSD_D1.csv
2021-01-28,30952.75,33275.49,29839.64,33175.65,524896,0,151,00:00:00,BTCUSD_D1.csv
2021-01-29,33175.65,38514.94,31916.98,34625.62,527794,0,151,00:00:00,BTCUSD_D1.csv
2021-01-30,34628.44,35335.64,32837.7,34661.24,539942,0,151,00:00:00,BTCUSD_D1.csv
2021-01-31,34659.6,34764.36,32172.94,32556.77,529992,0,151,00:00:00,BTCUSD_D1.csv
2021-02-01,32556.77,34688.04,32308.13,33653.7,536261,0,151,00:00:00,BTCUSD_D1.csv
2021-02-02,33654.18,35980.15,33436.57,35656.61,515904,0,151,00:00:00,BTCUSD_D1.csv
2021-02-03,35656.6,37412.28,35366.08,37242.87,491219,0,151,00:00:00,BTCUSD_D1.csv
2021-02-04,37242.87,38703.6,36153.66,37632.23,497821,0,151,00:00:00,BTCUSD_D1.csv
2021-02-05,37632.24,38288.26,36569.8,37820.49,490658,0,151,00:00:00,BTCUSD_D1.csv
2021-02-06,37820.5,40947.99,37637.98,40019.79,463471,0,151,00:00:00,BTCUSD_D1.csv
2021-02-07,40019.51,40460.0,37345.3,38537.6,482765,0,151,00:00:00,BTCUSD_D1.csv
2021-02-08,38537.61,44765.01,37999.3,44629.66,489167,0,151,00:00:00,BTCUSD_D1.csv
2021-02-09,44627.9,48142.09,44204.0,47262.78,487987,0,151,00:00:00,BTCUSD_D1.csv
2021-02-10,47260.81,47289.19,43716.0,44991.54,488368,0,801,00:00:00,BTCUSD_D1.csv
2021-02-11,44987.41,48636.66,44005.0,46870.2,488314,0,801,00:00:00,BTCUSD_D1.csv
2021-02-12,46870.22,48998.45,46171.8,47857.81,496527,0,801,00:00:00,BTCUSD_D1.csv
2021-02-13,47859.65,48115.99,46223.05,47126.79,406961,0,801,00:00:00,BTCUSD_D1.csv
2021-02-14,47127.59,49682.44,46865.84,48824.61,374546,0,801,00:00:00,BTCUSD_D1.csv
2021-02-15,48826.49,49279.31,45699.39,48190.05,438755,0,801,00:00:00,BTCUSD_D1.csv
2021-02-16,48190.06,50608.28,47025.62,48561.37,466583,0,801,00:00:00,BTCUSD_D1.csv
2021-02-17,48561.37,52593.94,48517.0,52339.8,430423,0,801,00:00:00,BTCUSD_D1.csv
2021-02-18,52339.81,52529.53,50897.87,51994.91,444769,0,801,00:00:00,BTCUSD_D1.csv
2021-02-19,51995.04,56317.76,50763.62,55625.3,457089,0,801,00:00:00,BTCUSD_D1.csv
2021-02-20,55628.59,57584.97,55064.0,56463.84,430066,0,801,00:00:00,BTCUSD_D1.csv
2021-02-21,56463.91,58334.09,53908.93,57303.58,465474,0,801,00:00:00,BTCUSD_D1.csv
2021-02-22,57303.58,57606.15,47762.19,54865.89,461441,0,801,00:00:00,BTCUSD_D1.csv
2021-02-23,54865.9,54959.99,44996.0,47915.35,474003,0,801,00:00:00,BTCUSD_D1.csv
2021-02-24,47915.57,51349.6,47016.0,48699.1,460475,0,801,00:00:00,BTCUSD_D1.csv
2021-02-25,48703.04,52015.92,48026.03,48076.17,439192,0,801,00:00:00,BTCUSD_D1.csv
2021-02-26,48077.48,48833.36,44121.0,45674.21,385766,0,801,00:00:00,BTCUSD_D1.csv
2021-02-27,45674.21,48367.39,45076.01,46812.67,311086,0,801,00:00:00,BTCUSD_D1.csv
2021-02-28,46812.71,46815.0,43005.38,45129.65,398171,0,801,00:00:00,BTCUSD_D1.csv
2021-03-01,45129.65,49438.01,44789.67,48778.66,303148,0,801,00:00:00,BTCUSD_D1.csv
2021-03-02,48778.69,50194.0,47056.0,47410.0,289569,0,801,00:00:00,BTCUSD_D1.csv
2021-03-03,47410.0,52617.82,47350.0,50935.38,319932,0,801,00:00:00,BTCUSD_D1.csv
2021-03-04,50934.93,51739.88,47496.0,47942.68,312859,0,801,00:00:00,BTCUSD_D1.csv
2021-03-05,47943.04,49424.45,46306.02,49037.09,304793,0,801,00:00:00,BTCUSD_D1.csv
2021-03-06,49037.1,49374.0,47086.0,48570.11,256578,0,801,00:00:00,BTCUSD_D1.csv
2021-03-07,48570.11,51344.38,48458.25,50075.28,263160,0,801,00:00:00,BTCUSD_D1.csv
2021-03-08,50075.33,51962.0,49291.0,51834.31,281611,0,801,00:00:00,BTCUSD_D1.csv
2021-03-09,51834.83,54775.88,51378.0,54287.9,281198,0,801,00:00:00,BTCUSD_D1.csv
2021-03-10,54282.36,57362.95,53009.57,56515.51,331658,0,801,00:00:00,BTCUSD_D1.csv
2021-03-11,57057.27,57910.65,54297.93,57556.67,397483,0,801,00:00:00,BTCUSD_D1.csv
2021-03-12,57557.18,58126.04,55051.0,56924.48,448613,0,801,00:00:00,BTCUSD_D1.csv
2021-03-13,56924.48,61802.7,56085.83,61117.68,441283,0,801,00:00:00,BTCUSD_D1.csv
2021-03-14,61117.69,61694.05,59261.31,60084.16,435148,0,801,00:00:00,BTCUSD_D1.csv
2021-03-15,60084.29,60736.28,54610.84,56693.05,422039,0,801,00:00:00,BTCUSD_D1.csv
2021-03-16,56689.3,56877.9,53284.99,56455.76,375418,0,801,00:00:00,BTCUSD_D1.csv
2021-03-17,56456.71,58688.2,54134.49,58437.35,410907,0,801,00:00:00,BTCUSD_D1.csv
2021-03-18,58438.45,60096.05,57023.23,57890.85,450555,0,801,00:00:00,BTCUSD_D1.csv
2021-03-19,57890.85,59452.4,56296.01,58650.0,376807,0,801,00:00:00,BTCUSD_D1.csv
2021-03-20,58650.0,59862.56,57846.0,58724.51,326097,0,801,00:00:00,BTCUSD_D1.csv
2021-03-21,58724.51,58804.9,55501.0,58075.01,353278,0,801,00:00:00,BTCUSD_D1.csv
2021-03-22,58077.11,58409.65,54174.0,54562.0,364298,0,801,00:00:00,BTCUSD_D1.csv
2021-03-23,54558.0,55815.23,52976.01,54643.9,358353,0,801,00:00:00,BTCUSD_D1.csv
2021-03-24,54643.91,57169.01,53202.0,53716.3,416463,0,801,00:00:00,BTCUSD_D1.csv
2021-03-25,53717.91,53725.66,50456.0,52424.45,401942,0,801,00:00:00,BTCUSD_D1.csv
2021-03-26,52424.46,54573.11,51222.0,54553.52,355415,0,801,00:00:00,BTCUSD_D1.csv
2021-03-27,54553.52,56602.27,53970.0,56405.94,304470,0,801,00:00:00,BTCUSD_D1.csv
2021-03-28,56405.94,56515.99,54696.0,54850.22,281229,0,801,00:00:00,BTCUSD_D1.csv
2021-03-29,54850.22,58385.49,54818.0,57247.99,268312,0,801,00:00:00,BTCUSD_D1.csv
2021-03-30,57247.99,59376.36,57062.0,58628.64,265878,0,801,00:00:00,BTCUSD_D1.csv
2021-03-31,58628.61,59783.67,56797.62,58945.59,336390,0,801,00:00:00,BTCUSD_D1.csv
2021-04-01,58945.6,59447.6,57909.58,58838.84,343316,0,801,00:00:00,BTCUSD_D1.csv
2021-04-02,58838.84,60141.82,58435.19,58652.11,302078,0,801,00:00:00,BTCUSD_D1.csv
2021-04-03,58652.11,59766.66,57754.65,58025.35,298604,0,801,00:00:00,BTCUSD_D1.csv
2021-04-04,58025.35,58477.89,56436.0,58026.97,316498,0,801,00:00:00,BTCUSD_D1.csv
2021-04-05,58027.42,59262.63,56787.83,58769.62,323586,0,801,00:00:00,BTCUSD_D1.csv
2021-04-06,58767.92,59483.54,57386.01,58212.53,323516,0,801,00:00:00,BTCUSD_D1.csv
2021-04-07,58212.7,58628.63,55471.0,56220.06,349005,0,801,00:00:00,BTCUSD_D1.csv
2021-04-08,56220.07,58155.92,55696.0,57681.54,271121,0,801,00:00:00,BTCUSD_D1.csv
2021-04-09,57681.54,58883.99,57461.84,58314.37,251188,0,801,00:00:00,BTCUSD_D1.csv
2021-04-10,58315.28,61288.45,57866.34,58583.53,267017,0,801,00:00:00,BTCUSD_D1.csv
2021-04-11,58583.54,60695.84,58486.0,59695.0,268550,0,801,00:00:00,BTCUSD_D1.csv
2021-04-12,59695.02,61267.98,59356.63,60033.19,364321,0,801,00:00:00,BTCUSD_D1.csv
2021-04-13,60033.2,63716.99,59756.0,63164.78,375469,0,801,00:00:00,BTCUSD_D1.csv
2021-04-14,63164.98,64808.65,61334.62,62380.39,378520,0,801,00:00:00,BTCUSD_D1.csv
2021-04-15,62383.01,63570.17,61974.95,63327.91,296694,0,801,00:00:00,BTCUSD_D1.csv
2021-04-16,63327.91,63784.56,60012.01,61879.38,357015,0,801,00:00:00,BTCUSD_D1.csv
2021-04-17,61878.88,62484.68,59586.0,60795.13,294221,0,801,00:00:00,BTCUSD_D1.csv
2021-04-18,60795.13,60933.39,50859.72,56147.89,382913,0,801,00:00:00,BTCUSD_D1.csv
2021-04-19,56148.05,57493.41,54231.0,56139.06,373965,0,801,00:00:00,BTCUSD_D1.csv
2021-04-20,56139.06,57043.9,53326.0,56716.0,382105,0,801,00:00:00,BTCUSD_D1.csv
2021-04-21,56716.0,57044.23,54278.76,54936.23,376951,0,801,00:00:00,BTCUSD_D1.csv
2021-04-22,54936.68,55483.49,51473.0,51597.44,448799,0,801,00:00:00,BTCUSD_D1.csv
2021-04-23,51598.53,52230.1,47453.0,50546.0,395393,0,801,00:00:00,BTCUSD_D1.csv
2021-04-24,50546.0,51154.59,48656.1,50905.24,417458,0,801,00:00:00,BTCUSD_D1.csv
2021-04-25,50905.24,50976.35,47901.0,48034.85,359360,0,801,00:00:00,BTCUSD_D1.csv
2021-04-26,48034.85,54336.79,46981.0,53166.02,394382,0,801,00:00:00,BTCUSD_D1.csv
2021-04-27,53166.02,55296.02,52626.0,55133.42,328614,0,801,00:00:00,BTCUSD_D1.csv
2021-04-28,55135.06,56384.56,53767.94,54365.6,331100,0,801,00:00:00,BTCUSD_D1.csv
2021-04-29,54366.92,55167.98,52316.0,52968.44,333061,0,801,00:00:00,BTCUSD_D1.csv
2021-04-30,52968.62,57390.11,52799.81,56756.01,348444,0,801,00:00:00,BTCUSD_D1.csv
2021-05-01,56756.01,58460.11,56670.87,57685.08,366889,0,801,00:00:00,BTCUSD_D1.csv
2021-05-02,57685.08,57950.64,56042.96,56999.33,380242,0,801,00:00:00,BTCUSD_D1.csv
2021-05-03,56999.19,58956.65,56221.21,56764.16,398572,0,801,00:00:00,BTCUSD_D1.csv
2021-05-04,56764.19,57449.04,53221.23,54720.49,466540,0,801,00:00:00,BTCUSD_D1.csv
2021-05-05,54720.86,57956.69,52916.0,56855.51,415054,0,801,00:00:00,BTCUSD_D1.csv
2021-05-06,56849.71,58342.6,55246.07,55924.53,441899,0,801,00:00:00,BTCUSD_D1.csv
2021-05-07,55924.53,58647.62,55261.0,57622.62,407600,0,801,00:00:00,BTCUSD_D1.csv
2021-05-08,57622.62,59514.25,56789.94,58952.63,337637,0,801,00:00:00,BTCUSD_D1.csv
2021-05-09,58950.76,59222.19,56246.4,57852.58,353140,0,801,00:00:00,BTCUSD_D1.csv
2021-05-10,57852.57,59517.33,53566.01,55232.91,357136,0,801,00:00:00,BTCUSD_D1.csv
2021-05-11,55232.74,56877.17,54440.01,56812.76,401705,0,801,00:00:00,BTCUSD_D1.csv
2021-05-12,56813.34,57983.12,53530.8,54437.65,333272,0,801,00:00:00,BTCUSD_D1.csv
2021-05-13,54439.7,54735.29,45996.0,49300.62,425427,0,801,00:00:00,BTCUSD_D1.csv
2021-05-14,49294.59,51529.56,48417.66,49157.03,420539,0,801,00:00:00,BTCUSD_D1.csv
2021-05-15,49158.54,50681.36,46898.99,48208.54,461704,0,801,00:00:00,BTCUSD_D1.csv
2021-05-16,48208.53,49770.49,43848.28,44061.43,458085,0,801,00:00:00,BTCUSD_D1.csv
2021-05-17,44063.65,46595.99,42108.45,44756.79,519163,0,801,00:00:00,BTCUSD_D1.csv
2021-05-18,44756.3,45784.87,42372.4,43245.68,491667,0,801,00:00:00,BTCUSD_D1.csv
2021-05-19,43245.68,43556.31,29427.6,38198.78,520429,0,801,00:00:00,BTCUSD_D1.csv
2021-05-20,38198.78,42376.5,34896.0,39981.16,528968,0,801,00:00:00,BTCUSD_D1.csv
2021-05-21,39981.17,42185.26,35150.01,35183.7,547780,0,801,00:00:00,BTCUSD_D1.csv
2021-05-22,35181.94,38813.13,33491.15,38015.53,538191,0,801,00:00:00,BTCUSD_D1.csv
2021-05-23,38014.85,38341.46,31057.9,33605.73,532994,0,801,00:00:00,BTCUSD_D1.csv
2021-05-24,33604.72,39905.4,33572.22,38948.07,533872,0,801,00:00:00,BTCUSD_D1.csv
2021-05-25,38948.07,39787.61,36456.0,37584.89,513864,0,801,00:00:00,BTCUSD_D1.csv
2021-05-26,37584.88,40809.3,37398.77,38703.01,491601,0,801,00:00:00,BTCUSD_D1.csv
2021-05-27,38703.01,40380.02,37115.8,38439.38,420218,0,801,00:00:00,BTCUSD_D1.csv
2021-05-28,38439.16,39141.32,35079.8,35187.2,454401,0,801,00:00:00,BTCUSD_D1.csv
2021-05-29,35189.69,37307.49,33623.47,34215.12,471782,0,801,00:00:00,BTCUSD_D1.csv
2021-05-30,34215.12,36474.85,33376.22,36039.23,459589,0,801,00:00:00,BTCUSD_D1.csv
2021-05-31,36037.85,37433.09,34153.27,36665.19,426122,0,801,00:00:00,BTCUSD_D1.csv
2021-06-01,36664.42,37878.57,35657.94,36312.68,474884,0,801,00:00:00,BTCUSD_D1.csv
2021-06-02,36314.3,38216.98,35917.88,37727.33,443468,0,801,00:00:00,BTCUSD_D1.csv
2021-06-03,37722.63,39478.27,37182.19,38701.13,429063,0,801,00:00:00,BTCUSD_D1.csv
2021-06-04,38701.13,39275.49,35553.63,37026.41,446985,0,801,00:00:00,BTCUSD_D1.csv
2021-06-05,37025.29,37893.73,35269.98,35828.32,451208,0,801,00:00:00,BTCUSD_D1.csv
2021-06-06,35829.75,36441.5,34809.78,35955.64,443387,0,801,00:00:00,BTCUSD_D1.csv
2021-06-07,35955.63,36785.74,34002.17,34427.2,436561,0,801,00:00:00,BTCUSD_D1.csv
2021-06-08,34427.3,34624.88,30996.01,33574.07,478589,0,801,00:00:00,BTCUSD_D1.csv
