Date,Open,High,Low,Close,Volume ,Filename
20/02/2018 00:00:00,175.76,177.95,175.11,176.01,21196100.0,TXT\meta_D1.csv
21/02/2018 00:00:00,176.71,181.27,176.4,177.91,23196700.0,TXT\meta_D1.csv
22/02/2018 00:00:00,178.79,180.21,177.41,178.99,18454300.0,TXT\meta_D1.csv
23/02/2018 00:00:00,179.87,183.39,179.51,183.29,19003600.0,TXT\meta_D1.csv
26/02/2018 00:00:00,184.8,185.66,183.22,184.93,17595500.0,TXT\meta_D1.csv
27/02/2018 00:00:00,184.35,184.7,181.46,181.46,15831200.0,TXT\meta_D1.csv
28/02/2018 00:00:00,182.3,182.88,178.14,178.32,18777400.0,TXT\meta_D1.csv
01/03/2018 00:00:00,179.15,180.12,174.41,175.94,23197800.0,TXT\meta_D1.csv
02/03/2018 00:00:00,173.38,177.11,172.99,176.62,20021500.0,TXT\meta_D1.csv
05/03/2018 00:00:00,176.2,181.15,175.89,180.4,16184700.0,TXT\meta_D1.csv
06/03/2018 00:00:00,181.78,182.38,179.11,179.78,15036100.0,TXT\meta_D1.csv
07/03/2018 00:00:00,178.74,183.82,178.07,183.71,19092600.0,TXT\meta_D1.csv
08/03/2018 00:00:00,183.59,184.4,181.45,182.34,17215500.0,TXT\meta_D1.csv
09/03/2018 00:00:00,183.9,185.51,183.21,185.23,18517900.0,TXT\meta_D1.csv
12/03/2018 00:00:00,185.26,186.1,184.22,184.76,15294600.0,TXT\meta_D1.csv
13/03/2018 00:00:00,185.5,185.99,181.11,181.88,18062100.0,TXT\meta_D1.csv
14/03/2018 00:00:00,182.5,184.25,181.85,184.19,16818900.0,TXT\meta_D1.csv
15/03/2018 00:00:00,183.24,184.0,182.19,183.86,15643700.0,TXT\meta_D1.csv
16/03/2018 00:00:00,184.49,185.33,183.41,185.09,24398400.0,TXT\meta_D1.csv
19/03/2018 00:00:00,176.97,177.17,170.06,172.56,88074100.0,TXT\meta_D1.csv
20/03/2018 00:00:00,167.5,170.2,161.95,168.15,129827000.0,TXT\meta_D1.csv
21/03/2018 00:00:00,164.58,173.4,163.3,169.39,106580000.0,TXT\meta_D1.csv
22/03/2018 00:00:00,166.29,170.27,163.72,164.89,73691400.0,TXT\meta_D1.csv
23/03/2018 00:00:00,165.4,167.1,159.02,159.39,53588700.0,TXT\meta_D1.csv
26/03/2018 00:00:00,160.63,161.1,149.02,160.06,126082800.0,TXT\meta_D1.csv
27/03/2018 00:00:00,156.3,162.85,150.75,152.22,79062800.0,TXT\meta_D1.csv
28/03/2018 00:00:00,151.45,155.88,150.8,153.03,60002000.0,TXT\meta_D1.csv
29/03/2018 00:00:00,155.0,161.42,154.14,159.79,59420500.0,TXT\meta_D1.csv
02/04/2018 00:00:00,157.91,159.2,154.11,155.39,36788000.0,TXT\meta_D1.csv
03/04/2018 00:00:00,156.63,157.39,150.81,156.11,42528300.0,TXT\meta_D1.csv
04/04/2018 00:00:00,152.12,155.56,150.51,155.1,49841100.0,TXT\meta_D1.csv
05/04/2018 00:00:00,161.27,161.58,156.65,159.34,41393500.0,TXT\meta_D1.csv
06/04/2018 00:00:00,157.73,161.42,156.81,157.2,41641000.0,TXT\meta_D1.csv
09/04/2018 00:00:00,157.82,160.53,156.04,157.93,34901500.0,TXT\meta_D1.csv
10/04/2018 00:00:00,157.66,165.98,157.01,165.04,58887300.0,TXT\meta_D1.csv
11/04/2018 00:00:00,165.54,168.65,163.25,166.32,56127200.0,TXT\meta_D1.csv
12/04/2018 00:00:00,167.03,167.45,163.1,163.87,38249600.0,TXT\meta_D1.csv
13/04/2018 00:00:00,164.65,165.7,163.77,164.52,19986200.0,TXT\meta_D1.csv
16/04/2018 00:00:00,165.68,165.78,163.39,164.83,18109600.0,TXT\meta_D1.csv
17/04/2018 00:00:00,165.76,169.0,165.66,168.66,22733500.0,TXT\meta_D1.csv
18/04/2018 00:00:00,166.97,168.12,165.77,166.36,20962500.0,TXT\meta_D1.csv
19/04/2018 00:00:00,166.29,168.33,165.2,168.1,22222100.0,TXT\meta_D1.csv
20/04/2018 00:00:00,167.72,168.43,165.81,166.28,19113700.0,TXT\meta_D1.csv
23/04/2018 00:00:00,167.25,168.45,165.09,165.84,23083900.0,TXT\meta_D1.csv
24/04/2018 00:00:00,165.56,166.1,158.19,159.69,35070200.0,TXT\meta_D1.csv
25/04/2018 00:00:00,160.07,161.06,156.19,159.69,40872700.0,TXT\meta_D1.csv
26/04/2018 00:00:00,173.0,176.27,170.8,174.16,77537700.0,TXT\meta_D1.csv
27/04/2018 00:00:00,176.99,177.1,172.6,173.59,29799300.0,TXT\meta_D1.csv
30/04/2018 00:00:00,173.79,175.72,171.71,172.0,20743200.0,TXT\meta_D1.csv
01/05/2018 00:00:00,172.0,174.02,170.23,173.86,26020500.0,TXT\meta_D1.csv
02/05/2018 00:00:00,174.3,178.08,174.2,176.07,30408200.0,TXT\meta_D1.csv
03/05/2018 00:00:00,175.13,176.12,172.12,174.02,24023700.0,TXT\meta_D1.csv
04/05/2018 00:00:00,173.08,176.98,173.06,176.61,17673900.0,TXT\meta_D1.csv
07/05/2018 00:00:00,177.2,179.5,177.17,177.97,18693600.0,TXT\meta_D1.csv
08/05/2018 00:00:00,178.31,179.04,177.11,178.92,15571700.0,TXT\meta_D1.csv
09/05/2018 00:00:00,179.75,183.01,178.78,182.66,23279200.0,TXT\meta_D1.csv
10/05/2018 00:00:00,183.05,186.13,182.5,185.53,21062900.0,TXT\meta_D1.csv
11/05/2018 00:00:00,184.74,188.32,184.18,186.99,21204100.0,TXT\meta_D1.csv
14/05/2018 00:00:00,187.75,187.86,186.2,186.64,15640900.0,TXT\meta_D1.csv
15/05/2018 00:00:00,184.87,185.29,183.2,184.32,15423800.0,TXT\meta_D1.csv
16/05/2018 00:00:00,183.61,184.32,182.66,183.2,16974200.0,TXT\meta_D1.csv
17/05/2018 00:00:00,182.68,184.06,182.22,183.76,14839000.0,TXT\meta_D1.csv
18/05/2018 00:00:00,183.49,184.19,182.61,182.68,13127500.0,TXT\meta_D1.csv
21/05/2018 00:00:00,183.77,185.3,183.13,184.49,13532000.0,TXT\meta_D1.csv
22/05/2018 00:00:00,184.93,185.42,183.43,183.8,12730700.0,TXT\meta_D1.csv
23/05/2018 00:00:00,182.5,186.91,182.18,186.9,16627100.0,TXT\meta_D1.csv
24/05/2018 00:00:00,185.88,186.8,185.03,185.93,12352800.0,TXT\meta_D1.csv
25/05/2018 00:00:00,186.16,186.33,184.45,184.92,10958700.0,TXT\meta_D1.csv
29/05/2018 00:00:00,184.3,186.81,183.71,185.74,16398100.0,TXT\meta_D1.csv
30/05/2018 00:00:00,186.0,188.0,185.25,187.67,13734300.0,TXT\meta_D1.csv
31/05/2018 00:00:00,187.87,192.72,187.48,191.78,30775300.0,TXT\meta_D1.csv
01/06/2018 00:00:00,193.0,194.55,192.07,193.99,17301700.0,TXT\meta_D1.csv
04/06/2018 00:00:00,191.9,193.98,191.47,193.28,18936500.0,TXT\meta_D1.csv
05/06/2018 00:00:00,194.48,195.0,192.62,192.94,15536500.0,TXT\meta_D1.csv
06/06/2018 00:00:00,191.0,192.53,189.11,191.34,22554200.0,TXT\meta_D1.csv
07/06/2018 00:00:00,190.75,190.97,186.77,188.18,21495700.0,TXT\meta_D1.csv
08/06/2018 00:00:00,187.53,189.48,186.43,189.1,12674800.0,TXT\meta_D1.csv
11/06/2018 00:00:00,188.81,192.6,188.8,191.54,12922700.0,TXT\meta_D1.csv
12/06/2018 00:00:00,191.78,193.28,191.56,192.4,11550700.0,TXT\meta_D1.csv
13/06/2018 00:00:00,192.55,194.5,191.91,192.41,15851000.0,TXT\meta_D1.csv
14/06/2018 00:00:00,193.0,197.28,192.91,196.81,19118800.0,TXT\meta_D1.csv
15/06/2018 00:00:00,195.79,197.07,194.64,195.85,21851100.0,TXT\meta_D1.csv
18/06/2018 00:00:00,194.8,199.58,194.13,198.31,16799200.0,TXT\meta_D1.csv
19/06/2018 00:00:00,196.12,197.96,193.79,197.49,19988100.0,TXT\meta_D1.csv
20/06/2018 00:00:00,199.0,203.55,198.81,202.0,28219400.0,TXT\meta_D1.csv
21/06/2018 00:00:00,202.54,203.39,200.09,201.5,19043000.0,TXT\meta_D1.csv
22/06/2018 00:00:00,201.72,202.24,199.31,201.74,17413800.0,TXT\meta_D1.csv
25/06/2018 00:00:00,200.0,200.0,193.11,196.35,25268600.0,TXT\meta_D1.csv
26/06/2018 00:00:00,197.58,199.1,196.23,199.0,17892000.0,TXT\meta_D1.csv
27/06/2018 00:00:00,199.18,200.75,195.8,195.84,18722500.0,TXT\meta_D1.csv
28/06/2018 00:00:00,195.0,197.34,193.26,196.23,18163900.0,TXT\meta_D1.csv
29/06/2018 00:00:00,197.48,197.6,193.96,194.32,15808700.0,TXT\meta_D1.csv
02/07/2018 00:00:00,193.33,197.45,192.22,197.36,13947700.0,TXT\meta_D1.csv
03/07/2018 00:00:00,194.66,195.4,192.52,192.73,13488100.0,TXT\meta_D1.csv
05/07/2018 00:00:00,194.74,198.65,194.03,198.45,19645400.0,TXT\meta_D1.csv
06/07/2018 00:00:00,198.45,203.64,197.7,203.23,19736700.0,TXT\meta_D1.csv
09/07/2018 00:00:00,204.82,205.8,202.12,204.74,18142300.0,TXT\meta_D1.csv
10/07/2018 00:00:00,204.64,204.91,202.26,203.54,13172600.0,TXT\meta_D1.csv
11/07/2018 00:00:00,202.42,204.5,201.75,202.54,12923900.0,TXT\meta_D1.csv
12/07/2018 00:00:00,203.5,207.08,203.19,206.92,15448900.0,TXT\meta_D1.csv
13/07/2018 00:00:00,207.91,208.43,206.45,207.32,11494500.0,TXT\meta_D1.csv
16/07/2018 00:00:00,207.32,208.72,206.84,207.23,11064400.0,TXT\meta_D1.csv
17/07/2018 00:00:00,204.9,210.46,204.84,209.99,15346700.0,TXT\meta_D1.csv
18/07/2018 00:00:00,210.0,210.99,208.44,209.36,15332100.0,TXT\meta_D1.csv
19/07/2018 00:00:00,208.78,209.99,207.76,208.09,11344400.0,TXT\meta_D1.csv
20/07/2018 00:00:00,208.85,211.5,208.5,209.94,16236100.0,TXT\meta_D1.csv
23/07/2018 00:00:00,210.61,211.62,208.8,210.91,16709100.0,TXT\meta_D1.csv
24/07/2018 00:00:00,215.13,216.2,212.6,214.67,28451000.0,TXT\meta_D1.csv
25/07/2018 00:00:00,215.81,218.62,214.27,217.5,63814500.0,TXT\meta_D1.csv
26/07/2018 00:00:00,175.33,180.13,173.75,176.26,169667800.0,TXT\meta_D1.csv
27/07/2018 00:00:00,179.9,179.93,173.0,174.89,60062700.0,TXT\meta_D1.csv
30/07/2018 00:00:00,175.21,175.3,166.56,171.06,65259000.0,TXT\meta_D1.csv
31/07/2018 00:00:00,170.6,174.24,170.0,172.58,40310900.0,TXT\meta_D1.csv
01/08/2018 00:00:00,174.0,175.08,170.9,171.65,34029100.0,TXT\meta_D1.csv
02/08/2018 00:00:00,170.57,176.79,170.27,176.37,32389600.0,TXT\meta_D1.csv
03/08/2018 00:00:00,177.78,178.85,176.15,177.78,24760000.0,TXT\meta_D1.csv
06/08/2018 00:00:00,179.1,185.79,178.38,185.69,49696000.0,TXT\meta_D1.csv
07/08/2018 00:00:00,186.59,188.3,183.72,183.81,33379300.0,TXT\meta_D1.csv
08/08/2018 00:00:00,184.98,186.85,183.76,185.18,22198100.0,TXT\meta_D1.csv
09/08/2018 00:00:00,185.91,186.57,182.48,183.09,19725000.0,TXT\meta_D1.csv
10/08/2018 00:00:00,182.09,182.1,179.42,180.26,21493800.0,TXT\meta_D1.csv
13/08/2018 00:00:00,180.0,182.61,178.9,180.05,17419100.0,TXT\meta_D1.csv
14/08/2018 00:00:00,180.67,181.99,178.62,181.11,19093900.0,TXT\meta_D1.csv
15/08/2018 00:00:00,179.17,180.87,174.78,179.53,33015700.0,TXT\meta_D1.csv
16/08/2018 00:00:00,180.2,180.5,174.01,174.7,31342800.0,TXT\meta_D1.csv
17/08/2018 00:00:00,174.5,176.22,172.04,173.8,24887600.0,TXT\meta_D1.csv
20/08/2018 00:00:00,174.09,174.57,170.91,172.5,21514600.0,TXT\meta_D1.csv
21/08/2018 00:00:00,172.81,174.17,171.39,172.62,19555100.0,TXT\meta_D1.csv
22/08/2018 00:00:00,172.2,174.24,172.13,173.64,16884500.0,TXT\meta_D1.csv
23/08/2018 00:00:00,173.09,175.55,172.83,172.9,18043200.0,TXT\meta_D1.csv
24/08/2018 00:00:00,173.6,174.82,172.92,174.65,14629400.0,TXT\meta_D1.csv
27/08/2018 00:00:00,176.0,178.67,175.79,177.46,17911100.0,TXT\meta_D1.csv
28/08/2018 00:00:00,178.07,178.24,175.83,176.26,15904900.0,TXT\meta_D1.csv
29/08/2018 00:00:00,176.1,176.79,174.75,175.9,18675200.0,TXT\meta_D1.csv
30/08/2018 00:00:00,175.9,179.79,175.7,177.64,24209300.0,TXT\meta_D1.csv
31/08/2018 00:00:00,177.14,177.62,174.98,175.73,18064200.0,TXT\meta_D1.csv
04/09/2018 00:00:00,173.5,173.89,168.8,171.16,29796000.0,TXT\meta_D1.csv
05/09/2018 00:00:00,168.85,171.13,166.67,167.18,31215900.0,TXT\meta_D1.csv
06/09/2018 00:00:00,166.74,166.98,160.0,162.53,41502100.0,TXT\meta_D1.csv
07/09/2018 00:00:00,160.25,164.63,160.16,163.04,24296500.0,TXT\meta_D1.csv
10/09/2018 00:00:00,163.46,165.01,162.16,164.18,20195500.0,TXT\meta_D1.csv
11/09/2018 00:00:00,163.94,167.19,163.72,165.94,20449600.0,TXT\meta_D1.csv
12/09/2018 00:00:00,163.25,164.49,161.8,162.0,24073400.0,TXT\meta_D1.csv
13/09/2018 00:00:00,162.06,163.32,160.86,161.36,25407800.0,TXT\meta_D1.csv
14/09/2018 00:00:00,161.75,162.84,160.34,162.32,21765900.0,TXT\meta_D1.csv
17/09/2018 00:00:00,161.81,162.06,159.77,160.58,20952000.0,TXT\meta_D1.csv
18/09/2018 00:00:00,159.32,161.76,158.87,160.3,22457300.0,TXT\meta_D1.csv
19/09/2018 00:00:00,160.03,163.44,159.48,163.06,19623600.0,TXT\meta_D1.csv
20/09/2018 00:00:00,164.66,166.45,164.47,166.02,18933400.0,TXT\meta_D1.csv
21/09/2018 00:00:00,166.89,167.25,162.81,162.93,45986200.0,TXT\meta_D1.csv
24/09/2018 00:00:00,161.0,165.7,160.88,165.41,19218600.0,TXT\meta_D1.csv
25/09/2018 00:00:00,161.91,165.59,161.15,164.91,27619500.0,TXT\meta_D1.csv
26/09/2018 00:00:00,164.29,169.3,164.21,166.95,25246000.0,TXT\meta_D1.csv
27/09/2018 00:00:00,167.21,171.77,167.21,168.84,27208200.0,TXT\meta_D1.csv
28/09/2018 00:00:00,168.17,168.79,162.56,164.46,34255200.0,TXT\meta_D1.csv
01/10/2018 00:00:00,163.02,165.88,161.26,162.44,26406100.0,TXT\meta_D1.csv
02/10/2018 00:00:00,161.53,162.28,158.67,159.33,36014600.0,TXT\meta_D1.csv
03/10/2018 00:00:00,160.0,163.66,159.53,162.43,23107100.0,TXT\meta_D1.csv
04/10/2018 00:00:00,161.31,161.46,157.35,158.85,25730700.0,TXT\meta_D1.csv
05/10/2018 00:00:00,159.21,160.9,156.2,157.33,25741200.0,TXT\meta_D1.csv
08/10/2018 00:00:00,155.53,158.34,154.39,157.25,24044000.0,TXT\meta_D1.csv
09/10/2018 00:00:00,157.59,160.59,157.42,157.9,18841100.0,TXT\meta_D1.csv
10/10/2018 00:00:00,157.12,157.69,151.31,151.38,30548400.0,TXT\meta_D1.csv
11/10/2018 00:00:00,150.0,154.81,149.16,153.35,35327300.0,TXT\meta_D1.csv
12/10/2018 00:00:00,156.73,156.89,151.3,153.74,25288600.0,TXT\meta_D1.csv
15/10/2018 00:00:00,153.32,155.57,152.55,153.52,15428200.0,TXT\meta_D1.csv
16/10/2018 00:00:00,155.29,159.46,155.01,158.78,19171300.0,TXT\meta_D1.csv
17/10/2018 00:00:00,160.0,160.49,157.95,159.42,17586400.0,TXT\meta_D1.csv
18/10/2018 00:00:00,158.51,158.66,153.28,154.92,21669600.0,TXT\meta_D1.csv
19/10/2018 00:00:00,155.87,157.35,153.55,154.05,19758600.0,TXT\meta_D1.csv
22/10/2018 00:00:00,154.76,157.34,154.46,154.78,15410900.0,TXT\meta_D1.csv
23/10/2018 00:00:00,151.25,154.77,150.85,154.39,19092600.0,TXT\meta_D1.csv
24/10/2018 00:00:00,154.28,154.65,145.6,146.04,27723300.0,TXT\meta_D1.csv
25/10/2018 00:00:00,147.41,152.21,147.0,150.95,22091100.0,TXT\meta_D1.csv
26/10/2018 00:00:00,145.83,149.0,143.8,145.37,31295200.0,TXT\meta_D1.csv
29/10/2018 00:00:00,148.39,148.83,139.03,142.09,31315700.0,TXT\meta_D1.csv
30/10/2018 00:00:00,140.26,146.64,139.74,146.22,50358100.0,TXT\meta_D1.csv
31/10/2018 00:00:00,155.0,156.4,148.96,151.79,60094900.0,TXT\meta_D1.csv
01/11/2018 00:00:00,151.52,152.75,149.35,151.75,25624300.0,TXT\meta_D1.csv
02/11/2018 00:00:00,151.78,154.13,148.96,150.35,24704300.0,TXT\meta_D1.csv
05/11/2018 00:00:00,150.1,150.19,147.44,148.68,15964600.0,TXT\meta_D1.csv
06/11/2018 00:00:00,149.45,150.97,148.0,149.94,16660900.0,TXT\meta_D1.csv
07/11/2018 00:00:00,151.57,153.01,149.83,151.53,21872100.0,TXT\meta_D1.csv
08/11/2018 00:00:00,150.43,150.94,146.74,147.87,24142400.0,TXT\meta_D1.csv
09/11/2018 00:00:00,146.53,147.76,144.07,144.96,17322600.0,TXT\meta_D1.csv
12/11/2018 00:00:00,144.48,145.04,140.49,141.55,18535500.0,TXT\meta_D1.csv
13/11/2018 00:00:00,141.83,144.88,141.62,142.16,15139600.0,TXT\meta_D1.csv
14/11/2018 00:00:00,143.7,145.58,141.55,144.22,22063900.0,TXT\meta_D1.csv
15/11/2018 00:00:00,142.08,144.84,140.83,143.85,30316300.0,TXT\meta_D1.csv
16/11/2018 00:00:00,141.1,141.77,137.77,139.53,37246400.0,TXT\meta_D1.csv
19/11/2018 00:00:00,137.5,137.75,131.21,131.55,44347200.0,TXT\meta_D1.csv
20/11/2018 00:00:00,126.96,134.16,126.85,132.43,41931500.0,TXT\meta_D1.csv
21/11/2018 00:00:00,134.27,137.19,134.13,134.82,25464200.0,TXT\meta_D1.csv
23/11/2018 00:00:00,133.65,134.5,131.26,131.73,11885100.0,TXT\meta_D1.csv
26/11/2018 00:00:00,133.0,137.0,132.78,136.38,24256900.0,TXT\meta_D1.csv
27/11/2018 00:00:00,135.81,136.61,133.71,135.0,20740400.0,TXT\meta_D1.csv
28/11/2018 00:00:00,136.23,136.79,131.85,136.76,29836400.0,TXT\meta_D1.csv
29/11/2018 00:00:00,135.92,139.99,135.66,138.68,23883900.0,TXT\meta_D1.csv
30/11/2018 00:00:00,138.26,140.97,137.36,140.61,25651300.0,TXT\meta_D1.csv
03/12/2018 00:00:00,143.0,143.68,140.76,141.09,23387100.0,TXT\meta_D1.csv
04/12/2018 00:00:00,140.73,143.39,137.16,137.93,29922200.0,TXT\meta_D1.csv
06/12/2018 00:00:00,133.82,139.7,133.67,139.63,27489200.0,TXT\meta_D1.csv
07/12/2018 00:00:00,139.31,140.87,136.66,137.42,20292700.0,TXT\meta_D1.csv
10/12/2018 00:00:00,139.6,143.05,139.01,141.85,25934200.0,TXT\meta_D1.csv
11/12/2018 00:00:00,143.88,143.88,141.1,142.08,19399700.0,TXT\meta_D1.csv
