Date,Open,High,Low,Close,Volume ,Filename,Time
2024-01-08,236.65,238.2799,236.42,237.9,1691800.0,TXT\tsla_m5.csv,11:05:00
2024-01-08,237.925,238.32,237.78,237.8701,1092900.0,TXT\tsla_m5.csv,11:10:00
2024-01-08,237.8991,238.08,237.62,237.8295,970700.0,TXT\tsla_m5.csv,11:15:00
2024-01-08,237.8295,238.05,237.51,237.9457,841400.0,TXT\tsla_m5.csv,11:20:00
2024-01-08,237.9457,238.45,237.81,238.012,980600.0,TXT\tsla_m5.csv,11:25:00
2024-01-08,238.012,238.3,237.82,238.275,669400.0,TXT\tsla_m5.csv,11:30:00
2024-01-08,238.275,238.76,238.25,238.64,967400.0,TXT\tsla_m5.csv,11:35:00
2024-01-08,238.64,238.9,238.36,238.385,928500.0,TXT\tsla_m5.csv,11:40:00
2024-01-08,238.385,238.73,238.2,238.3954,768500.0,TXT\tsla_m5.csv,11:45:00
2024-01-08,238.3954,238.63,237.92,238.0658,801800.0,TXT\tsla_m5.csv,11:50:00
2024-01-08,238.0658,238.25,237.84,237.9993,552200.0,TXT\tsla_m5.csv,11:55:00
2024-01-08,237.9993,238.4511,237.685,238.4511,800200.0,TXT\tsla_m5.csv,12:00:00
2024-01-08,238.44,239.45,238.41,239.38,1424600.0,TXT\tsla_m5.csv,12:05:00
2024-01-08,239.38,239.64,239.1,239.3297,946400.0,TXT\tsla_m5.csv,12:10:00
2024-01-08,239.3297,239.78,239.32,239.65,951400.0,TXT\tsla_m5.csv,12:15:00
2024-01-08,239.65,240.0,239.6,239.67,1010300.0,TXT\tsla_m5.csv,12:20:00
2024-01-08,239.67,239.81,239.32,239.412,926700.0,TXT\tsla_m5.csv,12:25:00
2024-01-08,239.412,239.58,239.16,239.2095,623200.0,TXT\tsla_m5.csv,12:30:00
2024-01-08,239.205,239.51,239.13,239.4199,548700.0,TXT\tsla_m5.csv,12:35:00
2024-01-08,239.3916,239.6,239.1,239.3901,673300.0,TXT\tsla_m5.csv,12:40:00
2024-01-08,239.3901,239.6694,239.23,239.3392,702800.0,TXT\tsla_m5.csv,12:45:00
2024-01-08,239.3392,239.36,238.74,239.2273,838300.0,TXT\tsla_m5.csv,12:50:00
2024-01-08,239.2273,239.6267,238.98,239.4515,687200.0,TXT\tsla_m5.csv,12:55:00
2024-01-08,239.4515,239.55,239.2005,239.5,464700.0,TXT\tsla_m5.csv,13:00:00
2024-01-08,239.5,239.51,239.19,239.465,501300.0,TXT\tsla_m5.csv,13:05:00
2024-01-08,239.465,239.87,239.4124,239.75,668600.0,TXT\tsla_m5.csv,13:10:00
2024-01-08,239.75,239.75,239.24,239.3926,648100.0,TXT\tsla_m5.csv,13:15:00
2024-01-08,239.3926,239.69,239.1,239.28,655100.0,TXT\tsla_m5.csv,13:20:00
2024-01-08,239.28,239.66,239.1,239.4911,661300.0,TXT\tsla_m5.csv,13:25:00
2024-01-08,239.4911,239.5399,238.833,238.93,890000.0,TXT\tsla_m5.csv,13:30:00
2024-01-08,238.9385,239.07,238.67,238.98,721200.0,TXT\tsla_m5.csv,13:35:00
2024-01-08,238.98,239.39,238.81,239.35,654500.0,TXT\tsla_m5.csv,13:40:00
2024-01-08,239.35,239.6,239.25,239.44,600700.0,TXT\tsla_m5.csv,13:45:00
2024-01-08,239.44,240.0,239.3,239.855,798100.0,TXT\tsla_m5.csv,13:50:00
2024-01-08,239.85,239.9399,239.61,239.8697,641800.0,TXT\tsla_m5.csv,13:55:00
2024-01-08,239.8697,240.06,239.6703,239.9901,955100.0,TXT\tsla_m5.csv,14:00:00
2024-01-08,239.9901,240.2499,239.7701,239.84,1002600.0,TXT\tsla_m5.csv,14:05:00
2024-01-08,239.84,240.0,239.67,239.93,498400.0,TXT\tsla_m5.csv,14:10:00
2024-01-08,239.93,240.05,239.7501,239.91,681100.0,TXT\tsla_m5.csv,14:15:00
2024-01-08,239.9,240.03,239.41,239.5072,747000.0,TXT\tsla_m5.csv,14:20:00
2024-01-08,239.5072,239.54,239.27,239.5092,622800.0,TXT\tsla_m5.csv,14:25:00
2024-01-08,239.5,239.8699,239.4401,239.7999,639100.0,TXT\tsla_m5.csv,14:30:00
2024-01-08,239.7999,240.03,239.67,240.0199,554000.0,TXT\tsla_m5.csv,14:35:00
2024-01-08,240.02,240.41,239.89,240.3301,772200.0,TXT\tsla_m5.csv,14:40:00
2024-01-08,240.3404,240.64,240.33,240.4356,882500.0,TXT\tsla_m5.csv,14:45:00
2024-01-08,240.4356,240.84,240.35,240.69,741100.0,TXT\tsla_m5.csv,14:50:00
2024-01-08,240.69,240.83,240.45,240.5794,596400.0,TXT\tsla_m5.csv,14:55:00
2024-01-08,240.5852,240.85,240.57,240.71,585900.0,TXT\tsla_m5.csv,15:00:00
2024-01-08,240.71,240.71,240.39,240.63,612500.0,TXT\tsla_m5.csv,15:05:00
2024-01-08,240.63,240.8,240.36,240.4358,628900.0,TXT\tsla_m5.csv,15:10:00
2024-01-08,240.4358,240.565,240.21,240.4299,580600.0,TXT\tsla_m5.csv,15:15:00
2024-01-08,240.4299,241.16,240.42,240.9601,1283600.0,TXT\tsla_m5.csv,15:20:00
2024-01-08,240.9601,241.0,240.57,240.87,637700.0,TXT\tsla_m5.csv,15:25:00
2024-01-08,240.87,241.12,240.65,240.738,640000.0,TXT\tsla_m5.csv,15:30:00
2024-01-08,240.738,240.8747,240.42,240.87,717900.0,TXT\tsla_m5.csv,15:35:00
2024-01-08,240.87,240.98,240.6,240.94,662400.0,TXT\tsla_m5.csv,15:40:00
2024-01-08,240.94,240.97,240.55,240.68,627100.0,TXT\tsla_m5.csv,15:45:00
2024-01-08,240.68,240.7,240.3006,240.45,803600.0,TXT\tsla_m5.csv,15:50:00
2024-01-08,240.45,241.25,240.45,241.09,1092800.0,TXT\tsla_m5.csv,15:55:00
2024-01-08,241.09,241.1,240.35,240.38,1565800.0,TXT\tsla_m5.csv,16:00:00
2024-01-09,238.2,238.9646,237.39,237.955,3077600.0,TXT\tsla_m5.csv,09:35:00
2024-01-09,237.955,238.29,236.49,236.57,2684500.0,TXT\tsla_m5.csv,09:40:00
2024-01-09,236.57,237.22,236.01,236.2033,2684900.0,TXT\tsla_m5.csv,09:45:00
2024-01-09,236.2033,236.37,235.01,235.545,2934300.0,TXT\tsla_m5.csv,09:50:00
2024-01-09,235.545,235.83,234.62,235.2186,2671100.0,TXT\tsla_m5.csv,09:55:00
2024-01-09,235.2186,235.89,235.11,235.66,1715100.0,TXT\tsla_m5.csv,10:00:00
2024-01-09,235.66,235.9949,234.9,234.905,2236500.0,TXT\tsla_m5.csv,10:05:00
2024-01-09,234.905,234.99,233.33,234.1583,3251600.0,TXT\tsla_m5.csv,10:10:00
2024-01-09,234.1583,234.48,233.19,233.525,2345400.0,TXT\tsla_m5.csv,10:15:00
2024-01-09,233.525,234.4,233.42,233.71,1982000.0,TXT\tsla_m5.csv,10:20:00
2024-01-09,233.71,234.15,233.37,233.6083,1579400.0,TXT\tsla_m5.csv,10:25:00
2024-01-09,233.6083,233.79,232.04,232.3953,2908200.0,TXT\tsla_m5.csv,10:30:00
2024-01-09,232.3953,233.09,232.2,232.9952,1968300.0,TXT\tsla_m5.csv,10:35:00
2024-01-09,232.985,233.32,232.74,233.2527,1303100.0,TXT\tsla_m5.csv,10:40:00
2024-01-09,233.2527,233.67,232.99,233.46,1367700.0,TXT\tsla_m5.csv,10:45:00
2024-01-09,233.46,233.6,232.932,233.1377,1276200.0,TXT\tsla_m5.csv,10:50:00
2024-01-09,233.1377,233.88,233.08,233.7766,1326200.0,TXT\tsla_m5.csv,10:55:00
2024-01-09,233.7738,234.11,233.3682,233.44,1438400.0,TXT\tsla_m5.csv,11:00:00
2024-01-09,233.44,234.4573,233.42,234.23,1430000.0,TXT\tsla_m5.csv,11:05:00
2024-01-09,234.24,234.73,234.1,234.7,1273100.0,TXT\tsla_m5.csv,11:10:00
2024-01-09,234.7,234.77,234.2134,234.55,1067900.0,TXT\tsla_m5.csv,11:15:00
2024-01-09,234.55,235.29,234.52,234.9099,1421700.0,TXT\tsla_m5.csv,11:20:00
2024-01-09,234.9099,235.1699,234.35,234.5262,1228200.0,TXT\tsla_m5.csv,11:25:00
2024-01-09,234.5262,234.59,234.1301,234.3199,1079500.0,TXT\tsla_m5.csv,11:30:00
2024-01-09,234.3145,235.0,234.06,234.7623,1188200.0,TXT\tsla_m5.csv,11:35:00
2024-01-09,234.7623,234.93,234.1,234.18,1211400.0,TXT\tsla_m5.csv,11:40:00
2024-01-09,234.18,234.18,233.78,234.01,1232700.0,TXT\tsla_m5.csv,11:45:00
2024-01-09,234.01,234.24,233.65,234.0306,1059400.0,TXT\tsla_m5.csv,11:50:00
2024-01-09,234.0306,234.85,233.97,234.8499,1022200.0,TXT\tsla_m5.csv,11:55:00
2024-01-09,234.8361,235.35,234.8101,235.135,1225200.0,TXT\tsla_m5.csv,12:00:00
2024-01-09,235.15,235.3,234.83,235.165,1054300.0,TXT\tsla_m5.csv,12:05:00
2024-01-09,235.165,235.51,235.14,235.3497,895600.0,TXT\tsla_m5.csv,12:10:00
2024-01-09,235.35,235.58,234.94,234.9631,964800.0,TXT\tsla_m5.csv,12:15:00
2024-01-09,234.9631,234.98,234.53,234.5927,767000.0,TXT\tsla_m5.csv,12:20:00
2024-01-09,234.5927,234.99,234.52,234.96,702600.0,TXT\tsla_m5.csv,12:25:00
2024-01-09,234.96,235.26,234.84,234.92,736500.0,TXT\tsla_m5.csv,12:30:00
2024-01-09,234.92,235.08,234.06,234.2149,861100.0,TXT\tsla_m5.csv,12:35:00
2024-01-09,234.2149,234.47,234.08,234.1549,710100.0,TXT\tsla_m5.csv,12:40:00
2024-01-09,234.14,234.3853,234.05,234.21,608300.0,TXT\tsla_m5.csv,12:45:00
2024-01-09,234.21,234.31,233.82,233.9185,733800.0,TXT\tsla_m5.csv,12:50:00
2024-01-09,233.9185,234.36,233.9185,234.34,691900.0,TXT\tsla_m5.csv,12:55:00
2024-01-09,234.335,234.75,234.22,234.6863,698500.0,TXT\tsla_m5.csv,13:00:00
2024-01-09,234.6863,235.39,234.62,235.37,938900.0,TXT\tsla_m5.csv,13:05:00
2024-01-09,235.3823,235.43,234.72,234.79,873600.0,TXT\tsla_m5.csv,13:10:00
2024-01-09,234.79,235.06,234.75,234.9208,615800.0,TXT\tsla_m5.csv,13:15:00
2024-01-09,234.92,235.25,234.74,235.21,690200.0,TXT\tsla_m5.csv,13:20:00
2024-01-09,235.2437,235.25,234.41,234.465,861600.0,TXT\tsla_m5.csv,13:25:00
2024-01-09,234.465,234.66,234.11,234.1546,771300.0,TXT\tsla_m5.csv,13:30:00
2024-01-09,234.175,234.18,233.31,233.445,1328100.0,TXT\tsla_m5.csv,13:35:00
2024-01-09,233.445,234.07,233.37,233.87,973100.0,TXT\tsla_m5.csv,13:40:00
2024-01-09,233.9,234.04,233.51,233.68,637900.0,TXT\tsla_m5.csv,13:45:00
2024-01-09,233.69,234.4,233.53,234.24,888200.0,TXT\tsla_m5.csv,13:50:00
2024-01-09,234.24,234.69,234.2009,234.6318,789800.0,TXT\tsla_m5.csv,13:55:00
2024-01-09,234.6318,234.75,234.43,234.6399,662600.0,TXT\tsla_m5.csv,14:00:00
2024-01-09,234.6399,235.01,234.61,234.895,805200.0,TXT\tsla_m5.csv,14:05:00
2024-01-09,234.895,235.14,234.82,235.0001,758600.0,TXT\tsla_m5.csv,14:10:00
2024-01-09,235.0001,235.0299,234.44,234.61,693500.0,TXT\tsla_m5.csv,14:15:00
2024-01-09,234.61,234.62,234.2,234.2899,780400.0,TXT\tsla_m5.csv,14:20:00
2024-01-09,234.2899,234.53,233.95,233.9503,746300.0,TXT\tsla_m5.csv,14:25:00
2024-01-09,233.9503,234.0399,233.6501,233.8988,847600.0,TXT\tsla_m5.csv,14:30:00
2024-01-09,233.8988,234.39,233.8801,234.3,629100.0,TXT\tsla_m5.csv,14:35:00
2024-01-09,234.3,234.5499,234.24,234.28,598000.0,TXT\tsla_m5.csv,14:40:00
2024-01-09,234.2987,234.53,234.0101,234.1493,658900.0,TXT\tsla_m5.csv,14:45:00
2024-01-09,234.1493,234.5,233.915,234.41,714300.0,TXT\tsla_m5.csv,14:50:00
2024-01-09,234.41,234.51,233.9,234.25,694900.0,TXT\tsla_m5.csv,14:55:00
2024-01-09,234.25,234.28,233.97,234.17,466200.0,TXT\tsla_m5.csv,15:00:00
2024-01-09,234.18,235.01,234.15,234.92,1127500.0,TXT\tsla_m5.csv,15:05:00
2024-01-09,234.92,234.9867,234.07,234.6118,849500.0,TXT\tsla_m5.csv,15:10:00
2024-01-09,234.6149,234.89,234.44,234.4593,797300.0,TXT\tsla_m5.csv,15:15:00
2024-01-09,234.4593,234.73,234.4201,234.51,581100.0,TXT\tsla_m5.csv,15:20:00
2024-01-09,234.51,234.97,234.4501,234.6968,706000.0,TXT\tsla_m5.csv,15:25:00
2024-01-09,234.7247,234.8972,234.53,234.8141,583400.0,TXT\tsla_m5.csv,15:30:00
2024-01-09,234.8141,235.13,234.737,234.91,985600.0,TXT\tsla_m5.csv,15:35:00
2024-01-09,234.9088,234.96,234.62,234.7,634800.0,TXT\tsla_m5.csv,15:40:00
2024-01-09,234.7,234.7149,234.16,234.48,993800.0,TXT\tsla_m5.csv,15:45:00
2024-01-09,234.48,234.5442,233.97,234.0601,1016400.0,TXT\tsla_m5.csv,15:50:00
2024-01-09,234.09,234.97,233.78,234.8285,1310500.0,TXT\tsla_m5.csv,15:55:00
2024-01-09,234.8285,235.15,234.75,234.86,1710500.0,TXT\tsla_m5.csv,16:00:00
2024-01-10,235.13,235.5,233.21,233.5558,3705400.0,TXT\tsla_m5.csv,09:35:00
2024-01-10,233.5558,234.39,233.23,233.5473,2031000.0,TXT\tsla_m5.csv,09:40:00
2024-01-10,233.5473,234.0399,233.01,233.035,2189900.0,TXT\tsla_m5.csv,09:45:00
2024-01-10,233.035,233.56,232.51,233.1149,2362700.0,TXT\tsla_m5.csv,09:50:00
2024-01-10,233.0925,233.43,232.08,232.34,2320000.0,TXT\tsla_m5.csv,09:55:00
2024-01-10,232.34,232.66,231.29,232.6068,2702400.0,TXT\tsla_m5.csv,10:00:00
2024-01-10,232.6068,232.61,231.5,231.764,1705200.0,TXT\tsla_m5.csv,10:05:00
2024-01-10,231.764,232.28,231.42,231.76,1902900.0,TXT\tsla_m5.csv,10:10:00
2024-01-10,231.76,232.78,231.3915,232.59,2053600.0,TXT\tsla_m5.csv,10:15:00
2024-01-10,232.61,233.294,232.52,232.7499,1708000.0,TXT\tsla_m5.csv,10:20:00
2024-01-10,232.7499,233.34,232.5,232.9176,1436700.0,TXT\tsla_m5.csv,10:25:00
2024-01-10,232.9176,233.31,232.52,233.045,1263800.0,TXT\tsla_m5.csv,10:30:00
2024-01-10,233.045,234.0889,233.02,233.7548,1683400.0,TXT\tsla_m5.csv,10:35:00
2024-01-10,233.7548,234.0,233.3101,233.4001,1154800.0,TXT\tsla_m5.csv,10:40:00
2024-01-10,233.4001,234.17,233.2,233.965,1222800.0,TXT\tsla_m5.csv,10:45:00
2024-01-10,233.965,234.3196,233.5534,234.21,1115100.0,TXT\tsla_m5.csv,10:50:00
2024-01-10,234.21,234.34,233.98,234.16,949600.0,TXT\tsla_m5.csv,10:55:00
2024-01-10,234.13,234.54,233.9004,234.335,1025700.0,TXT\tsla_m5.csv,11:00:00
2024-01-10,234.335,235.0,234.33,234.93,1130000.0,TXT\tsla_m5.csv,11:05:00
2024-01-10,234.9186,235.0799,234.25,234.265,1342200.0,TXT\tsla_m5.csv,11:10:00
2024-01-10,234.265,234.3392,233.41,233.48,1615800.0,TXT\tsla_m5.csv,11:15:00
2024-01-10,233.48,233.65,233.22,233.4371,1253700.0,TXT\tsla_m5.csv,11:20:00
2024-01-10,233.4371,233.583,232.7,232.7999,1389400.0,TXT\tsla_m5.csv,11:25:00
2024-01-10,232.7999,232.97,232.5567,232.605,1045700.0,TXT\tsla_m5.csv,11:30:00
2024-01-10,232.605,232.87,232.41,232.775,1063000.0,TXT\tsla_m5.csv,11:35:00
2024-01-10,232.775,233.13,232.6,233.045,823800.0,TXT\tsla_m5.csv,11:40:00
2024-01-10,233.045,233.64,233.0101,233.605,951100.0,TXT\tsla_m5.csv,11:45:00
2024-01-10,233.605,233.71,233.346,233.41,724000.0,TXT\tsla_m5.csv,11:50:00
2024-01-10,233.41,233.55,232.78,232.965,950600.0,TXT\tsla_m5.csv,11:55:00
2024-01-10,232.965,233.5199,232.84,233.335,652900.0,TXT\tsla_m5.csv,12:00:00
2024-01-10,233.335,233.35,232.68,232.7192,760300.0,TXT\tsla_m5.csv,12:05:00
2024-01-10,232.7192,233.6,232.5901,233.555,928100.0,TXT\tsla_m5.csv,12:10:00
2024-01-10,233.555,233.99,233.53,233.93,823800.0,TXT\tsla_m5.csv,12:15:00
2024-01-10,233.9315,233.9496,233.57,233.79,766900.0,TXT\tsla_m5.csv,12:20:00
2024-01-10,233.79,233.98,233.3,233.33,759800.0,TXT\tsla_m5.csv,12:25:00
2024-01-10,233.33,233.33,232.64,232.7,1028200.0,TXT\tsla_m5.csv,12:30:00
2024-01-10,232.7,232.79,232.31,232.6999,1172800.0,TXT\tsla_m5.csv,12:35:00
2024-01-10,232.68,232.94,232.48,232.6915,752100.0,TXT\tsla_m5.csv,12:40:00
2024-01-10,232.6915,232.84,232.2,232.5414,1017800.0,TXT\tsla_m5.csv,12:45:00
2024-01-10,232.548,233.09,232.52,232.9599,794100.0,TXT\tsla_m5.csv,12:50:00
2024-01-10,232.94,233.1,232.75,232.88,658200.0,TXT\tsla_m5.csv,12:55:00
2024-01-10,232.884,233.3,232.73,233.0001,860700.0,TXT\tsla_m5.csv,13:00:00
2024-01-10,233.0,233.09,232.02,232.9844,1240800.0,TXT\tsla_m5.csv,13:05:00
2024-01-10,232.9844,233.3699,232.9,233.04,1058400.0,TXT\tsla_m5.csv,13:10:00
2024-01-10,233.04,233.1,232.45,232.932,866000.0,TXT\tsla_m5.csv,13:15:00
2024-01-10,232.932,233.37,232.76,233.287,610700.0,TXT\tsla_m5.csv,13:20:00
2024-01-10,233.2899,233.33,232.8301,233.0,672900.0,TXT\tsla_m5.csv,13:25:00
2024-01-10,233.0,233.64,233.0,233.47,900600.0,TXT\tsla_m5.csv,13:30:00
2024-01-10,233.48,233.86,233.47,233.75,764900.0,TXT\tsla_m5.csv,13:35:00
2024-01-10,233.75,234.07,233.58,234.05,829400.0,TXT\tsla_m5.csv,13:40:00
2024-01-10,234.04,234.21,233.82,234.0932,811500.0,TXT\tsla_m5.csv,13:45:00
2024-01-10,234.0932,234.33,234.08,234.299,728400.0,TXT\tsla_m5.csv,13:50:00
2024-01-10,234.299,234.37,233.92,233.9401,698500.0,TXT\tsla_m5.csv,13:55:00
2024-01-10,233.9401,234.19,233.69,234.1,685700.0,TXT\tsla_m5.csv,14:00:00
2024-01-10,234.1029,234.64,234.1029,234.366,976400.0,TXT\tsla_m5.csv,14:05:00
2024-01-10,234.366,234.52,234.03,234.1699,713000.0,TXT\tsla_m5.csv,14:10:00
2024-01-10,234.1699,234.88,234.02,234.68,862200.0,TXT\tsla_m5.csv,14:15:00
2024-01-10,234.68,235.0,234.64,234.915,942300.0,TXT\tsla_m5.csv,14:20:00
2024-01-10,234.915,234.98,234.5147,234.7607,632000.0,TXT\tsla_m5.csv,14:25:00
2024-01-10,234.7607,235.16,234.45,234.54,1081700.0,TXT\tsla_m5.csv,14:30:00
2024-01-10,234.54,234.78,234.19,234.2201,769000.0,TXT\tsla_m5.csv,14:35:00
2024-01-10,234.2201,234.34,234.04,234.2193,798900.0,TXT\tsla_m5.csv,14:40:00
2024-01-10,234.2193,234.53,234.2193,234.519,656700.0,TXT\tsla_m5.csv,14:45:00
2024-01-10,234.519,234.7899,234.313,234.53,592200.0,TXT\tsla_m5.csv,14:50:00
2024-01-10,234.53,234.88,234.53,234.6961,642800.0,TXT\tsla_m5.csv,14:55:00
2024-01-10,234.6969,235.22,234.62,235.1536,766500.0,TXT\tsla_m5.csv,15:00:00
2024-01-10,235.1536,235.25,234.76,234.8101,817700.0,TXT\tsla_m5.csv,15:05:00
2024-01-10,234.82,234.8399,234.3,234.6347,847200.0,TXT\tsla_m5.csv,15:10:00
2024-01-10,234.6347,234.89,234.11,234.35,998300.0,TXT\tsla_m5.csv,15:15:00
2024-01-10,234.3415,234.44,233.93,234.09,822400.0,TXT\tsla_m5.csv,15:20:00
2024-01-10,234.09,234.29,233.54,233.62,1115800.0,TXT\tsla_m5.csv,15:25:00
2024-01-10,233.62,234.01,233.58,233.73,741000.0,TXT\tsla_m5.csv,15:30:00
2024-01-10,233.73,234.04,233.65,233.8701,637000.0,TXT\tsla_m5.csv,15:35:00
2024-01-10,233.8701,233.97,233.25,233.35,894800.0,TXT\tsla_m5.csv,15:40:00
2024-01-10,233.35,233.3945,232.775,232.915,1274000.0,TXT\tsla_m5.csv,15:45:00
2024-01-10,232.9079,233.37,232.81,233.115,1071800.0,TXT\tsla_m5.csv,15:50:00
2024-01-10,233.115,233.72,232.8301,233.65,1074800.0,TXT\tsla_m5.csv,15:55:00
2024-01-10,233.65,233.99,233.4701,233.89,1565200.0,TXT\tsla_m5.csv,16:00:00
2024-01-11,230.46,230.93,228.16,228.83,5736900.0,TXT\tsla_m5.csv,09:35:00
2024-01-11,228.83,230.1,227.55,229.61,4142600.0,TXT\tsla_m5.csv,09:40:00
2024-01-11,229.61,230.6,229.32,229.47,2999800.0,TXT\tsla_m5.csv,09:45:00
2024-01-11,229.47,230.25,228.8601,229.55,2680600.0,TXT\tsla_m5.csv,09:50:00
2024-01-11,229.565,229.66,228.71,229.0201,2097800.0,TXT\tsla_m5.csv,09:55:00
2024-01-11,229.0541,229.29,227.97,228.0725,2430400.0,TXT\tsla_m5.csv,10:00:00
2024-01-11,228.0725,228.2,226.6,226.6903,3404600.0,TXT\tsla_m5.csv,10:05:00
2024-01-11,226.6903,226.93,226.25,226.62,2378700.0,TXT\tsla_m5.csv,10:10:00
2024-01-11,226.62,227.27,226.04,226.57,2397100.0,TXT\tsla_m5.csv,10:15:00
2024-01-11,226.57,227.93,226.4,227.7202,1892900.0,TXT\tsla_m5.csv,10:20:00
2024-01-11,227.7202,227.83,227.05,227.45,1434900.0,TXT\tsla_m5.csv,10:25:00
2024-01-11,227.45,228.2,227.1801,227.93,1588900.0,TXT\tsla_m5.csv,10:30:00
2024-01-11,227.92,228.6,226.9,226.9554,1825700.0,TXT\tsla_m5.csv,10:35:00
2024-01-11,226.9554,227.73,226.935,227.63,1352300.0,TXT\tsla_m5.csv,10:40:00
2024-01-11,227.63,227.72,226.58,226.896,1515600.0,TXT\tsla_m5.csv,10:45:00
2024-01-11,226.896,227.4584,226.5,226.74,1445900.0,TXT\tsla_m5.csv,10:50:00
2024-01-11,226.74,227.0399,226.45,226.6328,1252100.0,TXT\tsla_m5.csv,10:55:00
2024-01-11,226.6328,227.49,226.5,227.23,1143300.0,TXT\tsla_m5.csv,11:00:00
2024-01-11,227.23,227.5337,226.65,226.7662,1149500.0,TXT\tsla_m5.csv,11:05:00
2024-01-11,226.7633,227.4599,226.75,227.02,947600.0,TXT\tsla_m5.csv,11:10:00
2024-01-11,227.036,227.25,225.86,225.94,1971500.0,TXT\tsla_m5.csv,11:15:00
2024-01-11,225.94,226.3,225.54,226.25,1936500.0,TXT\tsla_m5.csv,11:20:00
2024-01-11,226.2409,226.46,226.0,226.09,926600.0,TXT\tsla_m5.csv,11:25:00
2024-01-11,226.085,226.37,225.85,226.02,1120600.0,TXT\tsla_m5.csv,11:30:00
2024-01-11,226.02,226.4699,225.9,226.2,811600.0,TXT\tsla_m5.csv,11:35:00
2024-01-11,226.2,226.59,225.85,226.06,1068200.0,TXT\tsla_m5.csv,11:40:00
2024-01-11,226.0783,226.49,226.0,226.4691,779000.0,TXT\tsla_m5.csv,11:45:00
2024-01-11,226.455,227.3,226.44,227.1719,1231000.0,TXT\tsla_m5.csv,11:50:00
2024-01-11,227.1719,227.37,226.33,226.41,1043300.0,TXT\tsla_m5.csv,11:55:00
