Date,Open,High,Low,Close,Volume
27/02/2023 00:00:00,293.5,294.792,292.34,294.39,441000
28/02/2023 00:00:00,293.99,297.87,293.71,294.93,752200
01/03/2023 00:00:00,293.49,297.115,290.85,292.65,495100
02/03/2023 00:00:00,291.68,297.7,290.1,296.54,484200
03/03/2023 00:00:00,297.65,303.2,296.64,302.59,719800
06/03/2023 00:00:00,303.46,307.279,303.24,305.56,621900
07/03/2023 00:00:00,305.57,305.98,298.79,299.33,549600
08/03/2023 00:00:00,299.88,303.09,299.185,302.3,587300
09/03/2023 00:00:00,304.48,309.36,298.31,298.92,772900
10/03/2023 00:00:00,297.87,297.87,286.93,289.07,552200
13/03/2023 00:00:00,284.76,288.59,282.51,286.01,985800
14/03/2023 00:00:00,292.79,297.73,290.54,294.3,794600
15/03/2023 00:00:00,289.41,289.97,271.44,276.66,1125300
16/03/2023 00:00:00,274.52,283.04,272.75,282.02,977300
17/03/2023 00:00:00,277.89,278.3,270.425,272.71,1274400
20/03/2023 00:00:00,274.84,279.03,274.15,278.33,687600
21/03/2023 00:00:00,283.25,285.9,281.36,283.16,824100
22/03/2023 00:00:00,284.02,285.8,277.46,277.63,776900
23/03/2023 00:00:00,280.2,285.173,276.37,278.42,639300
24/03/2023 00:00:00,275.08,278,271.08,277.6,647600
27/03/2023 00:00:00,279.87,280.78,276.04,278.4,572600
28/03/2023 00:00:00,278.68,280.17,277.49,278.78,623000
29/03/2023 00:00:00,281.98,285.63,281.51,284.54,577200
30/03/2023 00:00:00,287,287.86,286.44,287.53,430400
31/03/2023 00:00:00,289.11,293.705,288.67,293.45,594700
03/04/2023 00:00:00,291.17,294.1,288.82,291.29,729500
04/04/2023 00:00:00,291.9,293.14,277.13,278.76,751000
05/04/2023 00:00:00,276.41,278.045,272.62,273.17,790000
06/04/2023 00:00:00,272.18,274.49,270.94,272.15,551700
10/04/2023 00:00:00,271.07,275.27,270.22,275.23,460400
11/04/2023 00:00:00,275.84,278.75,275.33,278.52,610500
12/04/2023 00:00:00,281.81,282.62,278.36,281.12,944800
13/04/2023 00:00:00,280.24,280.62,272.35,278.11,919200
14/04/2023 00:00:00,277.84,281.18,275.305,277.3,666000
17/04/2023 00:00:00,277.81,279.59,276.04,277.84,552700
18/04/2023 00:00:00,279.65,281.11,275.98,276.86,519300
19/04/2023 00:00:00,274.69,275.56,272.7,274.32,551300
20/04/2023 00:00:00,271.54,274.95,270.96,273.83,526300
21/04/2023 00:00:00,275.21,277.02,273.685,275.45,719800
24/04/2023 00:00:00,275.01,277.39,275.01,276.08,548700
25/04/2023 00:00:00,276.16,279.58,274.54,274.93,712300
26/04/2023 00:00:00,272.7,275.61,269.81,270.63,922400
27/04/2023 00:00:00,283.81,283.81,270.3,283.62,2082100
28/04/2023 00:00:00,285,287.485,281.64,283.41,849500
01/05/2023 00:00:00,284.02,286.22,280.68,282.65,803200
02/05/2023 00:00:00,281.65,282.55,275.5,279.02,755700
03/05/2023 00:00:00,280.72,283.58,278.06,278.63,674800
04/05/2023 00:00:00,276.9,280.86,275.28,279.2,782200
05/05/2023 00:00:00,282.61,283.49,279.11,283.42,451600
08/05/2023 00:00:00,284.89,285.81,279.14,281.1,421000
09/05/2023 00:00:00,279.72,282.77,277.65,277.76,601900
10/05/2023 00:00:00,278.04,278.07,267.72,270.09,1243000
11/05/2023 00:00:00,267.55,270.69,266.62,270.49,922600
12/05/2023 00:00:00,271.4,272.08,268.42,271.86,861400
15/05/2023 00:00:00,272.77,275.665,270.87,274.14,509400
16/05/2023 00:00:00,271.42,272.9499,268.87,269.98,504500
17/05/2023 00:00:00,272.68,276.05,271.32,274.63,470500
18/05/2023 00:00:00,275.54,281.505,273.96,281.11,740000
19/05/2023 00:00:00,284.06,284.23,278.21,281.31,686400
22/05/2023 00:00:00,281.6,283.77,279.17,282.47,562400
23/05/2023 00:00:00,280.04,281.87,277.68,278.46,923000
24/05/2023 00:00:00,277,277.655,269.33,270.22,577100
25/05/2023 00:00:00,273.44,275.49,269.81,273.43,714000
26/05/2023 00:00:00,275.14,286.86,274.6677,286.23,905000
30/05/2023 00:00:00,287.94,290.64,284.32,286.79,769700
31/05/2023 00:00:00,284.37,284.85,276.93,278.6,1472000
01/06/2023 00:00:00,278.22,282.87,275.91,280.47,556000
02/06/2023 00:00:00,283.88,294.43,280.53,292.84,768500
05/06/2023 00:00:00,291.9,292.055,288.34,291.71,529900
06/06/2023 00:00:00,291,296.07,289.33,291.99,636100
07/06/2023 00:00:00,293.15,300.09,290.54,299.1,871900
08/06/2023 00:00:00,298.05,303.865,297.3221,302.92,797700
09/06/2023 00:00:00,303.91,306.4,301.12,305.5,878500
12/06/2023 00:00:00,305,309.92,302.79,309.78,738900
13/06/2023 00:00:00,310,315.795,310,315.47,931400
14/06/2023 00:00:00,315.91,317.67,309.41,313.12,718200
15/06/2023 00:00:00,312.07,319.7,310.66,319.41,498300
16/06/2023 00:00:00,321.32,321.94,314.51,315.8,1431700
20/06/2023 00:00:00,313,316.78,310.9407,315.39,598500
21/06/2023 00:00:00,313.32,321.69,312.48,320.75,712900
22/06/2023 00:00:00,318.19,318.8,313.05,314.98,736500
23/06/2023 00:00:00,311.04,315.305,310,313.27,1608700
26/06/2023 00:00:00,313.35,319.685,313.14,318.04,711000
27/06/2023 00:00:00,317.5,324.76,317.25,322.66,604500
28/06/2023 00:00:00,324.25,326.86,314.745,321.21,851600
29/06/2023 00:00:00,320.57,325.24,319.75,324.24,536100
30/06/2023 00:00:00,327.15,331.4,325.44,329.45,617300
03/07/2023 00:00:00,329.45,330.03,326.17,329.47,344300
05/07/2023 00:00:00,326.61,328.76,325.01,327.09,580400
06/07/2023 00:00:00,324.14,325.29,321.78,324.49,581300
07/07/2023 00:00:00,322.49,328.42,321.61,325.38,521900
10/07/2023 00:00:00,325.23,335.86,325.23,335.75,603700
11/07/2023 00:00:00,338.42,341.68,336.78,338.14,747700
12/07/2023 00:00:00,341.48,341.63,338.09,339.55,506500
13/07/2023 00:00:00,340.16,343.6599,337.42,342.46,465700
14/07/2023 00:00:00,341.83,342.39,338.56,341.23,384100
17/07/2023 00:00:00,339.23,343.67,338.51,342.58,554100
18/07/2023 00:00:00,342,348.52,342,346.89,664400
19/07/2023 00:00:00,343.99,345.51,339.01,344,639700
20/07/2023 00:00:00,343.96,344.535,340.54,342.56,823300
21/07/2023 00:00:00,343.6,344,336.77,337.08,654800
24/07/2023 00:00:00,338.29,339.73,336.17,338.13,426400
25/07/2023 00:00:00,336.63,339.545,335.18,337.89,429700
26/07/2023 00:00:00,335.54,336.87,330.03,333.96,676300
27/07/2023 00:00:00,335.47,338.4342,329.78,330.31,799200
28/07/2023 00:00:00,333.1,334.7,329.99,333.3,719000
31/07/2023 00:00:00,336.08,339.65,334.31,336.29,1105400
01/08/2023 00:00:00,304.98,314.1546,300.8892,310.91,2654200
02/08/2023 00:00:00,310.01,311.47,304.07,304.28,1599200
03/08/2023 00:00:00,303.45,305.04,298.245,302.05,1095400
04/08/2023 00:00:00,302.7,303.485,296.8,298.82,737000
07/08/2023 00:00:00,300.85,311.25,300.56,310.46,1017600
08/08/2023 00:00:00,307.22,308.2,304.46,305.55,807900
09/08/2023 00:00:00,305.71,307.03,302.965,303.8,735400
10/08/2023 00:00:00,301.9,304.675,296.66,299.26,1489300
11/08/2023 00:00:00,297.06,298.21,294,296.18,719400
14/08/2023 00:00:00,295.94,299.45,295.39,299.16,467900
15/08/2023 00:00:00,297.62,298.86,295.45,297.66,363400
16/08/2023 00:00:00,298.2,300.39,294.76,295.15,496700
17/08/2023 00:00:00,295.94,296.85,291.48,291.49,512900
18/08/2023 00:00:00,288.82,293.54,287.8979,291.54,435800
21/08/2023 00:00:00,291.82,293.7475,290.48,292.83,418800
22/08/2023 00:00:00,295.16,296.78,291.48,292.64,535600
23/08/2023 00:00:00,294.7,298.83,293.865,297.54,467400
24/08/2023 00:00:00,301,304.6,298.375,298.47,724600
25/08/2023 00:00:00,299.98,304.099,297.045,303.31,663400
28/08/2023 00:00:00,304.79,310.87,304.56,309.05,878200
29/08/2023 00:00:00,309.28,317.74,309.28,317.25,836600
30/08/2023 00:00:00,312,312.72,306.35,309.57,1139900
31/08/2023 00:00:00,310.42,313.88,308.86,312.08,854500
01/09/2023 00:00:00,313.93,314.805,310.44,314.05,880000
05/09/2023 00:00:00,313.92,313.92,306.11,307.2,745100
06/09/2023 00:00:00,307.28,311.76,307.0153,310.48,413200
07/09/2023 00:00:00,306.97,308.78,304.29,304.44,921000
08/09/2023 00:00:00,303.24,304.46,296.77,296.86,866000
11/09/2023 00:00:00,297.87,299.98,292.62,293.89,1055800
12/09/2023 00:00:00,292.01,295.6025,288.79,289.08,931300
13/09/2023 00:00:00,287.6,289.57,284.46,285.47,973200
14/09/2023 00:00:00,288.77,289.96,284.03,287.08,843300
15/09/2023 00:00:00,285.15,289.06,284.07,285.2,1091800
18/09/2023 00:00:00,285.03,292.105,285,288.73,884100
19/09/2023 00:00:00,288.69,289.218,283.82,287.76,666700
20/09/2023 00:00:00,290.17,292.38,284.68,285.17,458100
21/09/2023 00:00:00,283.69,283.9,278.14,278.94,942900
22/09/2023 00:00:00,279.18,283.52,279.09,281.36,727900
25/09/2023 00:00:00,280.23,285.18,279.3,284.42,435700
26/09/2023 00:00:00,281.02,283.225,278.7,279.05,493700
27/09/2023 00:00:00,282.08,287.475,281.47,284.8,816400
28/09/2023 00:00:00,284.14,289.345,283.35,286.41,501000
29/09/2023 00:00:00,290.83,291.715,285.05,285.87,595200
02/10/2023 00:00:00,285.7,289.23,282.13,283.95,631100
03/10/2023 00:00:00,282.7,285.55,281.71,284.32,847300
04/10/2023 00:00:00,284.52,289.849,282.79,288.8,844700
05/10/2023 00:00:00,287.16,290,282.09,286.16,819400
06/10/2023 00:00:00,284.56,292.97,282.15,290.31,555200
09/10/2023 00:00:00,288.36,291.57,285.57,290.47,437900
10/10/2023 00:00:00,291.11,295.91,290.11,291.7,522200
11/10/2023 00:00:00,292.22,300.27,292.22,299.92,680500
12/10/2023 00:00:00,300.85,303.12,296.81,300.03,746300
13/10/2023 00:00:00,298.51,300.9,284.73,288.32,1284300
16/10/2023 00:00:00,291.91,293.86,288.85,291.78,515800
17/10/2023 00:00:00,289.76,295.375,288.28,290.55,638000
18/10/2023 00:00:00,284,285.3,275.54,275.57,1476900
19/10/2023 00:00:00,276.67,277.92,270.04,271.52,971000
20/10/2023 00:00:00,271.33,272.105,265.215,266.06,1120300
23/10/2023 00:00:00,266.82,269.635,265.09,266.85,735400
24/10/2023 00:00:00,269.52,270.37,264.12,265.86,521900
25/10/2023 00:00:00,265,266.5082,261.17,263.32,646800
26/10/2023 00:00:00,264.87,268.05,262.52,262.6,758600
27/10/2023 00:00:00,264.13,264.16,260.61,262,709000
30/10/2023 00:00:00,264.93,264.93,261.02,263.46,769500
31/10/2023 00:00:00,262.69,265.1,261.62,262.81,812600
01/11/2023 00:00:00,264.21,267.15,257.99,266.98,1379000
02/11/2023 00:00:00,255.73,261.45,252.19,258.6,2248700
03/11/2023 00:00:00,261.85,265.44,259.74,263.7,1460800
06/11/2023 00:00:00,263.7,264.31,256.51,258.5,1195700
07/11/2023 00:00:00,257.63,260.06,256.26,257.02,1383100
08/11/2023 00:00:00,257.97,261.88,255.82,257.12,1059000
09/11/2023 00:00:00,259.06,259.42,255.34,257.11,1001100
10/11/2023 00:00:00,256.95,259.275,254.08,258.43,1125500
13/11/2023 00:00:00,257.64,263.23,257.4548,261.36,987700
14/11/2023 00:00:00,268.78,270.69,266.17,267.55,983300
15/11/2023 00:00:00,268.96,273.84,268.12,270.17,1040300
16/11/2023 00:00:00,271.24,277.42,270.17,272.78,964700
17/11/2023 00:00:00,275,275.5,272.3315,275.26,653000
20/11/2023 00:00:00,270.92,272.7868,269.895,271.12,1292100
21/11/2023 00:00:00,270,271.275,269.26,269.39,1090900
22/11/2023 00:00:00,270,274.84,269.55,272.8,1034200
24/11/2023 00:00:00,272.3,274.09,272.03,273,315400
27/11/2023 00:00:00,272.54,274.5,270.34,271.06,1054600
28/11/2023 00:00:00,270.62,271.31,268.37,269.25,1109300
29/11/2023 00:00:00,272.5,272.97,268.9,270.56,888400
30/11/2023 00:00:00,272.45,275.78,270.64,275.44,1896300
01/12/2023 00:00:00,275.69,281.5,275.575,281.47,1086700
04/12/2023 00:00:00,278.3,283.16,277.97,279.5,963200
05/12/2023 00:00:00,278,279.31,274.305,275,614800
06/12/2023 00:00:00,276.74,281.5,276.44,278.11,936300
07/12/2023 00:00:00,279.25,279.3895,276.285,277.89,490900
08/12/2023 00:00:00,277.61,280.6,276.69,278.53,741000
11/12/2023 00:00:00,279.31,284.265,278.62,279.79,736300
12/12/2023 00:00:00,280.71,285.51,279.48,283.69,838300
13/12/2023 00:00:00,284.3,291.265,282.79,290.97,979500
14/12/2023 00:00:00,295,307.1881,292.77,306.85,1638400
15/12/2023 00:00:00,306.17,309.79,303.805,304.37,1710100
18/12/2023 00:00:00,304.74,306.83,301.79,305.3,536000
19/12/2023 00:00:00,310.58,312.37,309.5,310.48,629500
20/12/2023 00:00:00,309.51,310.88,303.43,303.56,470300
21/12/2023 00:00:00,306.24,307.24,303.74,306.75,501000
22/12/2023 00:00:00,309.36,310.69,306.11,307.78,311500
26/12/2023 00:00:00,309.12,311.8,308.765,311.04,407500
27/12/2023 00:00:00,311.66,312.755,310.31,311.22,310600
28/12/2023 00:00:00,309.78,311.29,308.93,310.62,331900
29/12/2023 00:00:00,310.24,312.55,308.22,310.48,325900
