Date,Open,High,Low,Close,Pivot Points,VWAP,Volume ,Moving Average 20,Filename
08/01/2024 09:35:00,27.5,28.0,27.16,27.9,27.9,,1141600,,TXT\spr.txt
08/01/2024 09:40:00,27.9,28.25,27.2,27.235,27.235,27.64247,745700,120890.0,TXT\spr.txt
08/01/2024 09:45:00,27.22,27.8,27.2,27.25,27.25,27.57098,663100,153710.0,TXT\spr.txt
08/01/2024 09:50:00,27.25,27.39,26.63,26.925,26.925,27.4747,576500,182025.0,TXT\spr.txt
08/01/2024 09:55:00,26.9499,27.27,26.77,27.1,27.1,27.43458,304400,196665.0,TXT\spr.txt
08/01/2024 10:00:00,27.11,27.515,27.04,27.3,27.3,27.41723,338200,213015.0,TXT\spr.txt
08/01/2024 10:05:00,27.295,27.3199,27.04,27.135,27.135,27.39875,346200,229900.0,TXT\spr.txt
08/01/2024 10:10:00,27.135,27.66,27.07,27.59,27.59,27.39614,331700,245955.0,TXT\spr.txt
08/01/2024 10:15:00,27.59,27.92,27.59,27.89,27.89,27.41729,284900,258650.0,TXT\spr.txt
08/01/2024 10:20:00,27.88,28.35,27.8675,28.17,28.17,27.46674,389900,277335.0,TXT\spr.txt
08/01/2024 10:25:00,28.1798,28.39,27.92,28.14,28.14,27.53556,566900,304925.0,TXT\spr.txt
08/01/2024 10:30:00,28.135,28.43,28.0799,28.1,28.1,27.57229,340300,321350.0,TXT\spr.txt
08/01/2024 10:35:00,28.0883,28.4,27.98,28.4,28.4,27.60795,353000,338265.0,TXT\spr.txt
08/01/2024 10:40:00,28.41,28.9,28.4,28.8901,28.8901,27.7084,680900,370830.0,TXT\spr.txt
08/01/2024 10:45:00,28.8901,29.44,28.7301,29.09,29.09,27.80812,572900,398010.0,TXT\spr.txt
08/01/2024 10:50:00,29.09,29.1,28.61,28.9201,28.9201,27.84873,286800,410425.0,TXT\spr.txt
08/01/2024 10:55:00,28.9201,29.33,28.85,28.96,28.96,27.902,379200,427540.0,TXT\spr.txt
08/01/2024 11:00:00,28.9588,29.37,28.95,29.0935,29.0935,27.93964,270900,438585.0,TXT\spr.txt
08/01/2024 11:05:00,29.11,29.24,29.03,29.045,29.045,27.96031,154600,443665.0,TXT\spr.txt
08/01/2024 11:10:00,29.045,29.2572,28.92,29.1601,29.1601,27.97822,139900,443380.0,TXT\spr.txt
08/01/2024 11:15:00,29.1601,29.68,29.1401,29.67,29.67,28.00976,199400,396270.0,TXT\spr.txt
08/01/2024 11:20:00,29.67,29.6941,29.2,29.41,29.41,28.06445,347000,376335.0,TXT\spr.txt
08/01/2024 11:25:00,29.4095,29.44,29.28,29.3289,29.3289,28.08667,163700,351365.0,TXT\spr.txt
08/01/2024 11:30:00,29.3289,29.37,29.11,29.19,29.19,28.10335,139300,329505.0,TXT\spr.txt
08/01/2024 11:35:00,29.19,29.27,29.05,29.07,29.07,28.11773,136100,321090.0,TXT\spr.txt
08/01/2024 11:40:00,29.07,29.57,29.07,29.53,29.53,28.14718,249500,316655.0,TXT\spr.txt
08/01/2024 11:45:00,29.53,29.75,29.4395,29.74,29.74,28.18541,270200,312855.0,TXT\spr.txt
08/01/2024 11:50:00,29.74,29.77,29.545,29.65,29.65,28.21388,201900,306365.0,TXT\spr.txt
08/01/2024 11:55:00,29.68,29.7,29.33,29.34,29.34,28.22822,118100,298025.0,TXT\spr.txt
08/01/2024 12:00:00,29.34,29.42,29.1901,29.24,29.24,28.24199,139500,285505.0,TXT\spr.txt
08/01/2024 12:05:00,29.2343,29.72,29.2343,29.6725,29.6725,28.26589,215900,267955.0,TXT\spr.txt
08/01/2024 12:10:00,29.6308,29.76,29.39,29.39,29.39,28.28405,159400,258910.0,TXT\spr.txt
08/01/2024 12:15:00,29.39,29.49,29.1201,29.15,29.15,28.29935,173500,249935.0,TXT\spr.txt
08/01/2024 12:20:00,29.15,29.24,29.14,29.1772,29.1772,28.30799,113200,221550.0,TXT\spr.txt
08/01/2024 12:25:00,29.17,29.18,28.995,29.075,29.075,28.32229,209900,203400.0,TXT\spr.txt
08/01/2024 12:30:00,29.075,29.26,29.0671,29.22,29.22,28.33489,179800,198050.0,TXT\spr.txt
08/01/2024 12:35:00,29.23,29.3735,29.0851,29.1,29.1,28.34419,129600,185570.0,TXT\spr.txt
08/01/2024 12:40:00,29.1,29.1199,28.8888,29.0598,29.0598,28.35326,158100,179930.0,TXT\spr.txt
08/01/2024 12:45:00,29.0501,29.41,29.05,29.39,29.39,28.36432,156400,180020.0,TXT\spr.txt
08/01/2024 12:50:00,29.365,29.5,29.26,29.4701,29.4701,28.375,128600,179455.0,TXT\spr.txt
08/01/2024 12:55:00,29.48,29.73,29.48,29.57,29.57,28.39279,189100,178940.0,TXT\spr.txt
08/01/2024 13:00:00,29.57,29.68,29.5001,29.545,29.545,28.40125,91200,166150.0,TXT\spr.txt
08/01/2024 13:05:00,29.5301,29.6999,29.53,29.6347,29.6347,28.41075,101900,163060.0,TXT\spr.txt
08/01/2024 13:10:00,29.6347,29.67,29.5075,29.6001,29.6001,28.4155,51300,158660.0,TXT\spr.txt
08/01/2024 13:15:00,29.6001,29.79,29.55,29.79,29.79,28.43683,220700,162890.0,TXT\spr.txt
08/01/2024 13:20:00,29.78,29.95,29.77,29.93,29.93,28.46288,244900,162660.0,TXT\spr.txt
08/01/2024 13:25:00,29.935,29.95,29.8,29.87,29.87,28.47484,113000,154800.0,TXT\spr.txt
08/01/2024 13:30:00,29.87,29.88,29.21,29.3941,29.3941,28.50929,430000,166205.0,TXT\spr.txt
08/01/2024 13:35:00,29.39,29.56,29.28,29.49,29.49,28.52272,205700,170585.0,TXT\spr.txt
08/01/2024 13:40:00,29.49,29.54,29.42,29.465,29.465,28.52832,83000,167760.0,TXT\spr.txt
