Date,Time,Open,High,Low,Close,Volume ,Filename
2023.08.10,17:05,29674.81,29679.88,29365.53,29468.96,10642
2023.08.10,18:05,29468.54,29502.65,29404.61,29437.61,8970
2023.08.10,19:05,29437.75,29444.54,29344.70,29390.52,6369
2023.08.10,20:05,29389.96,29430.88,29303.07,29367.55,8195
2023.08.10,21:05,29367.55,29441.00,29364.06,29388.21,6286
2023.08.10,22:05,29388.21,29416.55,29342.32,29411.99,5683
2023.08.10,23:05,29411.99,29447.53,29381.21,29404.67,3448
2023.08.11,00:05,29415.58,29435.25,29354.41,29428.01,2619
2023.08.11,01:05,29418.63,29448.01,29407.44,29428.54,5951
2023.08.11,02:05,29427.71,29436.52,29410.13,29416.05,6185
2023.08.11,03:05,29416.21,29466.77,29408.49,29444.78,5232
2023.08.11,04:05,29444.74,29458.26,29401.76,29405.26,6043
2023.08.11,05:05,29405.01,29406.01,29309.94,29359.82,6448
2023.08.11,06:05,29358.57,29398.29,29348.17,29373.76,6774
2023.08.11,07:05,29373.76,29394.36,29358.68,29359.73,4373
2023.08.11,08:05,29359.73,29420.54,29334.33,29397.09,5707
2023.08.11,09:05,29397.09,29445.21,29386.78,29423.48,3440
2023.08.11,10:05,29422.73,29432.54,29359.35,29384.54,5769
2023.08.11,11:05,29384.67,29410.46,29366.77,29373.49,6051
2023.08.11,12:05,29373.49,29375.61,29334.13,29342.39,4884
2023.08.11,13:05,29341.14,29388.60,29306.63,29363.05,4966
2023.08.11,14:05,29362.09,29432.05,29353.71,29423.31,5645
2023.08.11,15:05,29423.04,29426.62,29363.65,29396.94,7695
2023.08.11,16:05,29398.02,29467.33,29376.42,29455.83,10251
2023.08.11,17:05,29455.83,29533.48,29429.55,29452.71,11028
2023.08.11,18:05,29451.77,29453.17,29309.81,29369.69,10232
2023.08.11,19:05,29368.49,29392.98,29143.81,29308.97,8463
2023.08.11,20:05,29308.83,29362.13,29281.57,29315.59,8398
2023.08.11,21:05,29314.44,29345.37,29306.09,29329.74,4994
2023.08.11,22:05,29329.44,29380.49,29302.44,29361.86,7374
2023.08.11,23:05,29362.59,29389.70,29360.17,29382.05,3505
2023.08.12,00:45,29368.45,29387.82,29360.00,29386.34,1922
2023.08.12,02:45,29406.79,29420.52,29405.27,29415.79,718
2023.08.12,03:45,29417.29,29437.23,29383.53,29392.50,4389
2023.08.12,04:45,29392.68,29392.68,29364.95,29380.50,5089
2023.08.12,05:45,29379.86,29380.78,29347.66,29349.79,4912
2023.08.12,06:45,29350.79,29402.51,29349.29,29384.47,8231
2023.08.12,07:45,29384.47,29393.04,29376.54,29378.79,4338
2023.08.12,08:45,29377.64,29379.79,29353.93,29360.54,4410
2023.08.12,09:45,29360.54,29394.38,29354.29,29381.32,9079
2023.08.12,10:45,29382.21,29398.65,29371.65,29373.77,5748
2023.08.12,11:45,29373.77,29395.79,29356.20,29393.12,6562
2023.08.12,12:45,29393.62,29403.83,29389.01,29390.81,8252
2023.08.12,13:45,29390.31,29411.51,29389.46,29397.26,4069
2023.08.12,14:45,29395.03,29409.90,29392.47,29394.07,5692
2023.08.12,15:45,29394.22,29410.42,29389.81,29395.01,2079
2023.08.12,16:45,29394.58,29429.13,29378.49,29426.79,3430
2023.08.12,17:45,29426.49,29438.54,29419.21,29432.63,4421
2023.08.12,18:45,29432.13,29471.75,29418.56,29459.16,4829
2023.08.12,19:45,29459.16,29460.54,29430.29,29431.54,3265
2023.08.12,20:45,29431.54,29431.54,29399.27,29423.54,4540
2023.08.12,21:45,29423.54,29423.66,29393.26,29398.02,3752
2023.08.12,22:45,29398.00,29411.68,29389.13,29403.35,8527
2023.08.12,23:45,29403.35,29403.35,29399.23,29401.59,1076
2023.08.13,00:05,29351.00,29409.04,29351.00,29406.79,2549
2023.08.13,01:05,29406.54,29420.57,29396.96,29404.32,3304
2023.08.13,02:05,29403.90,29415.39,29401.68,29410.26,1750
2023.08.13,03:05,29408.36,29434.49,29398.61,29432.66,3170
2023.08.13,04:05,29432.66,29436.28,29419.38,29434.29,1822
2023.08.13,05:05,29434.26,29440.29,29420.35,29426.22,2744
2023.08.13,06:05,29427.30,29428.39,29377.97,29389.64,4644
2023.08.13,07:05,29389.64,29391.04,29361.39,29364.69,6505
2023.08.13,08:05,29363.62,29366.04,29338.55,29361.86,6977
2023.08.13,09:05,29361.86,29384.54,29361.19,29383.79,4477
2023.08.13,10:05,29383.79,29390.11,29374.68,29377.34,3522
2023.08.13,11:05,29376.30,29391.29,29369.81,29389.38,2698
2023.08.13,12:05,29389.48,29396.07,29379.27,29393.52,3189
2023.08.13,13:05,29394.02,29394.92,29377.51,29379.41,2699
2023.08.13,14:05,29379.59,29382.12,29351.90,29372.04,4750
2023.08.13,15:05,29372.04,29377.84,29342.54,29367.53,5596
2023.08.13,16:05,29367.72,29369.27,29352.69,29355.77,5632
2023.08.13,17:05,29356.52,29367.45,29348.62,29356.70,5628
2023.08.13,18:05,29356.70,29357.43,29329.59,29334.42,7950
2023.08.13,19:05,29334.43,29335.54,29269.18,29334.46,7887
2023.08.13,20:05,29333.56,29397.72,29330.89,29385.54,7596
2023.08.13,21:05,29385.54,29413.20,29369.05,29408.08,4283
2023.08.13,22:05,29408.38,29445.40,29398.57,29410.65,6898
2023.08.13,23:05,29411.40,29418.60,29393.06,29402.29,3827
2023.08.14,00:05,29406.64,29407.59,29343.03,29356.79,3398
2023.08.14,01:05,29359.79,29360.78,29213.11,29297.96,8914
2023.08.14,02:05,29298.82,29305.90,29255.41,29268.65,3482
2023.08.14,03:05,29268.25,29296.26,29210.23,29252.48,7000
2023.08.14,04:05,29251.96,29266.29,29165.48,29217.07,6719
2023.08.14,05:05,29216.90,29321.34,29045.81,29312.37,11109
2023.08.14,06:05,29312.37,29386.50,29301.47,29367.79,8113
2023.08.14,07:05,29368.04,29407.33,29346.30,29374.31,7128
2023.08.14,08:05,29374.06,29428.54,29371.78,29387.99,9385
2023.08.14,09:05,29386.51,29396.36,29365.19,29375.68,6422
2023.08.14,10:05,29375.20,29411.29,29352.79,29408.27,5735
2023.08.14,11:05,29408.37,29459.77,29367.39,29381.43,6617
2023.08.14,12:05,29380.94,29397.13,29351.96,29384.15,5952
2023.08.14,13:05,29383.70,29412.54,29362.07,29389.03,5917
2023.08.14,14:05,29388.85,29390.69,29343.51,29369.54,4812
2023.08.14,15:05,29369.04,29369.70,29302.54,29319.92,8504
2023.08.14,16:05,29319.22,29354.89,29282.95,29353.63,9530
2023.08.14,17:05,29354.09,29551.69,29351.94,29445.37,10387
2023.08.14,18:05,29445.37,29638.76,29441.84,29588.34,9792
2023.08.14,19:05,29586.29,29666.87,29577.14,29611.29,9492
2023.08.14,20:05,29611.19,29630.55,29346.69,29354.39,10270
2023.08.14,21:05,29353.64,29392.97,29209.84,29313.16,10335
2023.08.14,22:05,29313.72,29353.27,29290.93,29292.74,9215
2023.08.14,23:05,29292.04,29364.72,29292.04,29360.76,6171
2023.08.15,00:05,29286.14,29372.89,29286.14,29364.00,2818
2023.08.15,01:05,29364.00,29449.19,29364.00,29411.79,7010
2023.08.15,02:05,29411.69,29417.98,29388.48,29395.54,4912
2023.08.15,03:05,29397.22,29430.79,29368.39,29409.28,6621
2023.08.15,04:05,29409.28,29420.29,29344.84,29369.21,6804
2023.08.15,05:05,29368.49,29388.29,29333.51,29342.79,5099
