Date,Open,High,Low,Close,Pivot Points,VWAP,Volume ,Moving Average 20,Filename
08/01/2024 13:20:00,21.785,21.865,21.78,21.855,21.855,21.18837,46100,36735.0,TXT\exel.csv
08/01/2024 13:25:00,21.855,21.875,21.8327,21.8327,21.8327,21.19461,28800,36625.0,TXT\exel.csv
08/01/2024 13:30:00,21.835,21.87,21.82,21.83,21.83,21.20042,27800,36890.0,TXT\exel.csv
08/01/2024 13:35:00,21.825,21.89,21.82,21.8412,21.8412,21.20698,31700,37115.0,TXT\exel.csv
08/01/2024 13:40:00,21.845,21.855,21.835,21.845,21.845,21.2111,20200,36010.0,TXT\exel.csv
08/01/2024 13:45:00,21.845,21.93,21.82,21.905,21.905,21.22518,67800,36925.0,TXT\exel.csv
08/01/2024 13:50:00,21.905,22.0,21.905,21.915,21.915,21.23816,59900,37750.0,TXT\exel.csv
08/01/2024 13:55:00,21.915,21.98,21.8911,21.925,21.925,21.2463,38900,37400.0,TXT\exel.csv
08/01/2024 14:00:00,21.925,22.005,21.925,21.97,21.97,21.26004,65100,37660.0,TXT\exel.csv
08/01/2024 14:05:00,21.975,22.0,21.91,21.99,21.99,21.26665,31600,37535.0,TXT\exel.csv
08/01/2024 14:10:00,21.99,22.005,21.965,21.9802,21.9802,21.27323,31400,37110.0,TXT\exel.csv
08/01/2024 14:15:00,21.985,22.05,21.9801,22.0,22.0,21.28453,53800,37005.0,TXT\exel.csv
08/01/2024 14:20:00,21.995,22.08,21.995,22.065,22.065,21.29305,40000,37780.0,TXT\exel.csv
08/01/2024 14:25:00,22.065,22.065,22.025,22.05,22.05,21.29733,20000,37590.0,TXT\exel.csv
08/01/2024 14:30:00,22.05,22.135,22.04,22.1,22.1,21.3062,40500,38355.0,TXT\exel.csv
08/01/2024 14:35:00,22.095,22.16,22.08,22.105,22.105,21.3146,37800,39100.0,TXT\exel.csv
08/01/2024 14:40:00,22.105,22.125,22.085,22.105,22.105,21.31902,20300,38605.0,TXT\exel.csv
08/01/2024 14:45:00,22.105,22.17,22.1,22.12,22.12,21.32642,33800,38110.0,TXT\exel.csv
08/01/2024 14:50:00,22.12,22.12,22.08,22.1001,22.1001,21.33367,34500,38180.0,TXT\exel.csv
08/01/2024 14:55:00,22.105,22.14,22.08,22.105,22.105,21.34165,38600,38430.0,TXT\exel.csv
08/01/2024 15:00:00,22.105,22.115,22.06,22.09,22.09,21.35238,54300,38840.0,TXT\exel.csv
08/01/2024 15:05:00,22.085,22.215,22.08,22.215,22.215,21.36471,59700,40385.0,TXT\exel.csv
08/01/2024 15:10:00,22.215,22.23,22.055,22.09,22.09,21.37911,72300,42610.0,TXT\exel.csv
08/01/2024 15:15:00,22.1,22.12,22.07,22.1,22.1,21.38765,47300,43390.0,TXT\exel.csv
08/01/2024 15:20:00,22.1,22.135,22.08,22.135,22.135,21.39732,53800,45070.0,TXT\exel.csv
08/01/2024 15:25:00,22.135,22.215,22.135,22.195,22.195,21.40785,55700,44465.0,TXT\exel.csv
08/01/2024 15:30:00,22.195,22.33,22.195,22.32,22.32,21.41854,51900,44065.0,TXT\exel.csv
08/01/2024 15:35:00,22.32,22.4,22.315,22.4,22.4,21.4342,70100,45625.0,TXT\exel.csv
08/01/2024 15:40:00,22.395,22.43,22.355,22.43,22.43,21.44716,57100,45225.0,TXT\exel.csv
08/01/2024 15:45:00,22.43,22.5275,22.43,22.505,22.505,21.46838,90100,48150.0,TXT\exel.csv
08/01/2024 15:50:00,22.505,22.54,22.48,22.505,22.505,21.50241,147500,53955.0,TXT\exel.csv
08/01/2024 15:55:00,22.505,22.52,22.375,22.5175,22.5175,21.55913,277600,65145.0,TXT\exel.csv
08/01/2024 16:00:00,22.5175,22.57,22.505,22.53,22.53,21.63192,387300,82510.0,TXT\exel.csv
