Date,Open,High,Low,Close,Pivot Points,VWAP,Volume ,Moving Average 20,Filename
08/01/2024 11:40:00,12.7388,12.84,12.72,12.8337,12.8337,12.85617,99000,220190.0,TXT\zim.csv
08/01/2024 11:45:00,12.8337,12.96,12.82,12.82,12.82,12.85621,158400,199080.0,TXT\zim.csv
08/01/2024 11:50:00,12.82,12.86,12.795,12.85,12.85,12.85602,72900,190185.0,TXT\zim.csv
08/01/2024 11:55:00,12.85,12.93,12.85,12.9278,12.9278,12.8565,140600,187205.0,TXT\zim.csv
08/01/2024 12:00:00,12.925,13.03,12.925,13.01,13.01,12.8576,92700,185560.0,TXT\zim.csv
08/01/2024 12:05:00,13.005,13.03,12.95,12.97,12.97,12.85918,119400,180190.0,TXT\zim.csv
08/01/2024 12:10:00,12.97,13.03,12.955,13.0,13.0,12.86018,77400,172000.0,TXT\zim.csv
08/01/2024 12:15:00,13.0,13.13,12.9966,13.12,13.12,12.86301,142000,167325.0,TXT\zim.csv
08/01/2024 12:20:00,13.12,13.13,13.05,13.101,13.101,12.86591,125600,155555.0,TXT\zim.csv
08/01/2024 12:25:00,13.11,13.16,13.08,13.0999,13.0999,12.86946,150000,153325.0,TXT\zim.csv
08/01/2024 12:30:00,13.0999,13.26,13.095,13.1901,13.1901,12.87434,177100,152710.0,TXT\zim.csv
08/01/2024 12:35:00,13.195,13.31,13.15,13.28,13.28,12.87956,156100,153260.0,TXT\zim.csv
08/01/2024 12:40:00,13.28,13.36,13.28,13.3464,13.3464,12.88654,174300,156810.0,TXT\zim.csv
08/01/2024 12:45:00,13.3464,13.35,13.28,13.325,13.325,12.89044,97900,156645.0,TXT\zim.csv
08/01/2024 12:50:00,13.33,13.4,13.33,13.375,13.375,12.89555,121400,158300.0,TXT\zim.csv
08/01/2024 12:55:00,13.375,13.405,13.31,13.4,13.4,12.90048,116400,158950.0,TXT\zim.csv
08/01/2024 13:00:00,13.4,13.41,13.34,13.3901,13.3901,12.9055,117900,133920.0,TXT\zim.csv
08/01/2024 13:05:00,13.39,13.39,13.31,13.3619,13.3619,12.90797,61600,120130.0,TXT\zim.csv
08/01/2024 13:10:00,13.3695,13.39,13.3301,13.34,13.34,12.91015,55800,117625.0,TXT\zim.csv
08/01/2024 13:15:00,13.3395,13.34,13.23,13.275,13.275,12.9125,70400,116345.0,TXT\zim.csv
08/01/2024 13:20:00,13.275,13.3599,13.275,13.33,13.33,12.91393,41600,113475.0,TXT\zim.csv
08/01/2024 13:25:00,13.33,13.335,13.265,13.2888,13.2888,12.9157,52800,108195.0,TXT\zim.csv
08/01/2024 13:30:00,13.2888,13.32,13.2888,13.31,13.31,12.91704,40600,106580.0,TXT\zim.csv
08/01/2024 13:35:00,13.31,13.39,13.285,13.385,13.385,12.91891,51700,102135.0,TXT\zim.csv
08/01/2024 13:40:00,13.38,13.45,13.37,13.4,13.4,12.92324,106800,102840.0,TXT\zim.csv
08/01/2024 13:45:00,13.4001,13.4001,13.29,13.3098,13.3098,12.92622,83400,101040.0,TXT\zim.csv
08/01/2024 13:50:00,13.3098,13.4,13.23,13.34,13.34,12.92884,79900,101165.0,TXT\zim.csv
08/01/2024 13:55:00,13.34,13.37,13.28,13.3212,13.3212,12.93066,54900,96810.0,TXT\zim.csv
08/01/2024 14:00:00,13.3212,13.39,13.32,13.385,13.385,12.93175,31200,92090.0,TXT\zim.csv
08/01/2024 14:05:00,13.385,13.44,13.3801,13.395,13.395,12.93355,46700,86925.0,TXT\zim.csv
08/01/2024 14:10:00,13.395,13.41,13.331,13.3977,13.3977,12.93588,63200,81230.0,TXT\zim.csv
08/01/2024 14:15:00,13.395,13.45,13.36,13.425,13.425,12.9384,65800,76715.0,TXT\zim.csv
08/01/2024 14:20:00,13.4201,13.45,13.4,13.45,13.45,12.94244,101700,73085.0,TXT\zim.csv
08/01/2024 14:25:00,13.45,13.525,13.4401,13.47,13.47,12.94918,159800,76180.0,TXT\zim.csv
08/01/2024 14:30:00,13.47,13.555,13.465,13.545,13.545,12.95482,127600,76490.0,TXT\zim.csv
08/01/2024 14:35:00,13.545,13.61,13.545,13.5701,13.5701,12.9615,139600,77650.0,TXT\zim.csv
08/01/2024 14:40:00,13.5701,13.585,13.52,13.57,13.57,12.96576,91800,76345.0,TXT\zim.csv
08/01/2024 14:45:00,13.575,13.67,13.5722,13.605,13.605,12.97182,123200,79425.0,TXT\zim.csv
08/01/2024 14:50:00,13.605,13.61,13.56,13.561,13.561,12.97454,58200,79545.0,TXT\zim.csv
08/01/2024 14:55:00,13.561,13.61,13.55,13.5925,13.5925,12.97958,110000,81525.0,TXT\zim.csv
08/01/2024 15:00:00,13.595,13.63,13.59,13.62,13.62,12.98359,84700,83680.0,TXT\zim.csv
08/01/2024 15:05:00,13.62,13.62,13.5246,13.53,13.53,12.98815,103300,86205.0,TXT\zim.csv
08/01/2024 15:10:00,13.525,13.56,13.475,13.545,13.545,12.99201,96700,89010.0,TXT\zim.csv
08/01/2024 15:15:00,13.545,13.58,13.51,13.54,13.54,12.99471,66300,89740.0,TXT\zim.csv
08/01/2024 15:20:00,13.54,13.61,13.525,13.525,13.525,12.99828,87700,88785.0,TXT\zim.csv
08/01/2024 15:25:00,13.525,13.605,13.51,13.59,13.59,13.00134,75000,88365.0,TXT\zim.csv
08/01/2024 15:30:00,13.59,13.65,13.555,13.565,13.565,13.00589,106600,89700.0,TXT\zim.csv
08/01/2024 15:35:00,13.565,13.6971,13.5601,13.6,13.6,13.01321,170700,95490.0,TXT\zim.csv
08/01/2024 15:40:00,13.6,13.65,13.585,13.595,13.595,13.01842,123700,100115.0,TXT\zim.csv
08/01/2024 15:45:00,13.595,13.7,13.59,13.7,13.7,13.0264,181600,106860.0,TXT\zim.csv
08/01/2024 15:50:00,13.695,13.72,13.67,13.68,13.68,13.03872,269700,117185.0,TXT\zim.csv
08/01/2024 15:55:00,13.69,13.72,13.68,13.695,13.695,13.04781,204100,124100.0,TXT\zim.csv
08/01/2024 16:00:00,13.695,13.7,13.66,13.6886,13.6886,13.06555,422100,140120.0,TXT\zim.csv
